label,source,tool_score,tool_failed,oscillation_flagged,acceptance_blocked,velocity_kp,velocity_kd,heading_kp,heading_kd,yawrate_kp,yawrate_kd,launch_saturation_max,broad_saturation_max,yaw_launch_final_error_radps,yaw_launch_step_rms_norm,yaw_launch_late_rms_norm,yaw_launch_overshoot_percent,heading_final_error_rad,heading_step_rms_norm,heading_late_rms_norm,heading_overshoot_percent,forward_brake_overshoot_percent,max_scenario_overshoot_percent,maneuver_tracking_mean,smooth_blockers,failed_scenario_count,nonfinite_scenario_count,combined_turn_failed,combined_heading_failed,launch_with_saturation,launch_without_saturation,nonlaunch_with_saturation,nonlaunch_without_saturation,balanced
manual_authority_h1200_d0_y80,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.666316032,0.0,0.0,1195.349734022361,0.00568934047,1195.349734022361,10.627415962941177,0,2,2,True,True,180.98975757477126,1000162.3633935158,520410.5710666129,1521905.5710666128,521.7359495670589
manual_authority_h1200_d80_y80,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.068565845,0.0,0.0,1192.6806781991684,0.00568934047,1192.6806781991684,10.517698429117647,0,2,2,True,True,177.7815715721242,1000161.058175608,864993.766226644,1866488.7662266442,472.16045406588233
manual_authority_h2500_d0_y80,manual_authority_grid,,True,True,False,5.5,0.01,2500.0,0.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.068404675,0.0,0.0,1191.737110320008,0.00568934047,1191.737110320008,11.508133383764706,0,2,2,True,True,179.7616356314183,1000162.0482882226,514265.1192002278,1515760.1192002278,487.99451974023526
manual_authority_h3500_d20_y80,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,80.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.586273718058823,0,2,2,True,True,177.79205465500655,1000161.276083899,599470.712194125,1600965.7121941252,455.23097876894116
manual_authority_h300_d80_y100,manual_authority_grid,,True,True,True,5.5,0.01,300.0,80.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.020985603,0.0,0.0,1196.1587015141272,0.0056899458275,1196.1587015141272,13.557556225235295,6,2,2,True,True,600183.6233859544,1600164.0028729201,1545859.2580952141,2547354.258095214,600516.9917594438
manual_authority_h600_d80_y100,manual_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.667695045,0.0,0.0,1194.357899415941,0.0056899458275,1194.357899415941,11.276628368647058,0,2,2,True,True,182.295077451183,1000163.0153639475,952243.1991415556,1953738.1991415555,532.233669098353
manual_authority_h1200_d0_y100,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.625470638,0.0,0.0,1194.4904050696946,0.00568958494,1194.4904050696946,10.554318185235294,0,2,2,True,True,175.6393350493595,1000160.2086049501,595525.3658602943,1597020.3658602943,437.2987536037647
manual_authority_h1200_d80_y100,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,80.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.930934429,0.0,0.0,1192.4667567728843,0.00568934047,1192.4667567728843,10.516177148352941,0,2,2,True,True,182.09037193059478,1000162.7813914953,948759.9426231103,1950254.9426231103,541.125600293647
manual_authority_h2500_d0_y100,manual_authority_grid,,True,True,False,5.5,0.01,2500.0,0.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,3.070455551,0.0,0.0,1191.6824688644974,0.00568934047,1191.6824688644974,11.417783400764705,0,2,2,True,True,184.5911900454183,1000163.9620399916,601910.3092578137,1603405.3092578137,566.7129900922353
manual_authority_h3500_d20_y100,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,100.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.563067816764706,0,2,2,True,True,177.7456428524183,1000161.2528779977,685154.8270319018,1686649.8270319018,454.85968434823525
manual_authority_h300_d80_y122,manual_authority_grid,451138.3063,True,True,True,5.5,0.01,300.0,80.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.651433945,0.0,0.0,1195.091734954127,0.00568958494,1195.091734954127,15.406505248058822,6,2,2,True,True,600190.47352571,1600167.1127186269,1648517.2059613848,2650012.205961385,600597.0108111689
manual_authority_h600_d80_y122,manual_authority_grid,451050.0463,True,True,False,5.5,0.01,600.0,80.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-0.9719874859,0.0,0.0,1193.6012968274426,0.00568934047,1193.6012968274426,11.465167514058823,0,2,2,True,True,174.19361794650655,1000159.8124879748,1061181.0194336253,2062676.0194336253,399.59369069694117
manual_authority_h1200_d0_y122,manual_authority_grid,450887.8422,True,True,False,5.5,0.01,1200.0,0.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-0.7186927795,0.0,0.0,1193.6951889465997,0.00568934047,1193.6951889465997,10.539227182176472,0,2,2,True,True,171.07526375074184,1000158.3799582301,711048.2279418593,1712543.2279418593,364.51506887482356
manual_authority_h1200_d80_y122,manual_authority_grid,451127.8462,True,True,False,5.5,0.01,1200.0,80.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.508171082,0.0,0.0,1198.3371675865267,0.00568934047,1198.3371675865267,10.50134593135294,0,2,2,True,True,179.9468927615948,1000161.9210335843,1048663.5562920445,2050158.5562920445,507.0672330616471
manual_authority_h2500_d0_y122,manual_authority_grid,451285.4043,True,True,False,5.5,0.01,2500.0,0.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.612554908,0.0,0.0,1191.6317433844217,0.00568934047,1191.6317433844217,11.355929170470588,0,2,2,True,True,177.17797836983007,1000160.9843844754,695718.2040856284,1697213.2040856285,449.0912709675294
manual_authority_h3500_d20_y122,manual_authority_grid,451287.2237,True,True,False,5.5,0.01,3500.0,20.0,122.3940811,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.54610148047059,0,2,2,True,True,177.7117101798301,1000161.2359116614,782204.4972538485,1783699.4972538485,454.5882229675294
manual_authority_h300_d80_y126,manual_authority_grid,,True,True,True,5.5,0.01,300.0,80.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.78159976,0.0,0.0,1194.9382834918551,0.00568958494,1194.9382834918551,15.612427595705883,6,2,2,True,True,600186.5361994803,1600165.5789726046,1685015.2226718427,2686510.2226718427,600530.7188339313
manual_authority_h600_d80_y126,manual_authority_grid,,True,True,False,5.5,0.01,600.0,80.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.33377409,0.0,0.0,1193.4950188889875,0.00568934047,1193.4950188889875,11.492591847,0,2,2,True,True,176.05739963288892,1000160.5634855159,1084615.400200766,2086110.400200766,428.975408352
manual_authority_h1200_d0_y126,manual_authority_grid,,True,True,False,5.5,0.01,1200.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.481227398,0.0,0.0,1193.5820809694453,0.00568934047,1193.5820809694453,10.534513600058823,0,2,2,True,True,179.87850967900653,1000161.900313885,722879.0183585612,1724374.0183585612,505.44242104094116
manual_authority_h3500_d20_y126,manual_authority_grid,,True,True,False,5.5,0.01,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.539782146352941,0,2,2,True,True,177.6990715115948,1000161.2295923273,797912.9667058344,1799407.9667058345,454.48711362164704
manual_authority_h300_d80_y160,manual_authority_grid,451478.8776,True,True,True,5.5,0.01,300.0,80.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.568967342,0.0,0.0,1193.705388740984,0.00568934047,1193.705388740984,17.90437835723529,6,2,2,True,True,600195.0569389133,1600169.44565853,1814774.7189485105,2816269.7189485105,600630.3794526758
manual_authority_h600_d80_y160,manual_authority_grid,451369.7032,True,True,False,5.5,0.01,600.0,80.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.105612993,0.0,0.0,1192.92383307726,0.00568934047,1192.92383307726,11.840534346,0,2,2,True,True,180.6124791458889,1000162.4551058209,1216984.278858588,2218479.278858588,496.28960057599994
manual_authority_h1200_d0_y160,manual_authority_grid,451349.9799,True,True,False,5.5,0.01,1200.0,0.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.068565845,0.0,0.0,1192.6806781991684,0.00568934047,1192.6806781991684,10.517700813705883,0,2,2,True,True,177.78157634130068,1000161.0581779926,864993.7721255666,1866488.7721255666,472.1604922192941
manual_authority_h1200_d80_y160,manual_authority_grid,451432.2701,True,True,False,5.5,0.01,1200.0,80.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.824146271,0.0,0.0,1192.8789361056854,0.00568934047,1192.8789361056854,10.600190965705883,0,2,2,True,True,181.72445877530066,1000162.6518289966,1206557.8501555827,2208052.8501555827,533.926768731294
manual_authority_h2500_d0_y160,manual_authority_grid,451585.5391,True,True,False,5.5,0.01,2500.0,0.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.927792549,0.0,0.0,1191.5681771565712,0.00568958494,1191.5681771565712,11.290120219705884,0,2,2,True,True,178.62254867330068,1000161.5490508066,857933.7123679947,1859428.7123679947,473.25733903529414
manual_authority_h3500_d20_y160,manual_authority_grid,451585.2766,True,True,False,5.5,0.01,3500.0,20.0,160.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.524926419529413,0,2,2,True,True,177.66936005794773,1000161.2147366004,946826.4166787517,1948321.4166787518,454.24942199247056
broad_rank_2,pdtuning_search_broad.json,451077.9891,True,True,False,5.5,0.009999999776,2500.0,0.0,125.8208084,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.927180648,0.0,0.0,1191.6239114335524,0.00568958494,1191.6239114335524,11.348665701294117,0,2,2,True,True,178.73658013147713,1000161.6063724862,709308.1379903834,1710803.1379903834,474.1451146607058
broad_rank_3,pdtuning_search_broad.json,451093.0554,True,True,False,5.5,0.009999999776,2500.0,0.0,129.1225433,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,3.05152607,0.0,0.0,1191.617354504728,0.00568958494,1191.617354504728,11.336055954529412,0,2,2,True,True,184.33308774794773,1000163.8424535834,727423.4375891016,1728918.4375891015,563.8909924724705
broad_rank_5,pdtuning_search_broad.json,451111.1641,True,True,False,8.0,0.009999999776,2500.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.607159376,0.0,0.0,1191.6240027248252,0.0,1191.6240027248252,11.327291664941177,0,2,2,True,True,177.09372569877124,1000160.9449559058,711174.2528055691,1712669.2528055692,448.20142831905883
broad_rank_6,pdtuning_search_broad.json,451176.2641,True,True,False,5.5,0.009999999776,2500.0,0.0,126.287262,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.919922471,0.0,0.0,1191.6231830132292,0.00568958494,1191.6231830132292,11.343831133352941,0,2,2,True,True,178.69062011059478,1000161.5870215642,711343.9069666003,1712838.9069666003,473.48710741364704
broad_rank_8,pdtuning_search_broad.json,451192.3327,True,True,False,5.137659073,0.009999999776,2500.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,2.920969486,0.0,0.0,1191.6238205242514,0.007402939810000001,1191.6238205242514,11.347432463411765,0,2,2,True,True,183.70305784571244,1000163.5927169243,714368.0969227414,1715863.0969227413,553.6284898945883
launch_authority_rank_2,pdtuning_search_launch_authority.json,451114.0304,True,True,False,5.5,0.009999999776,6000.0,0.0,125.9736328,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.74960643317647,0,2,2,True,True,178.11872008524185,1000161.439416614,711058.8029029972,1712553.8029029972,457.8443022108235
launch_authority_rank_3,pdtuning_search_launch_authority.json,451118.5005,True,True,False,8.0,0.009999999776,6000.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.749120703058823,0,2,2,True,True,178.11774862500656,1000161.438930884,711172.7821598551,1712667.7821598551,457.8365305289412
launch_authority_rank_4,pdtuning_search_launch_authority.json,451298.665,True,True,False,5.5,0.009999999776,6000.0,0.0,125.7846298,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.749088421117646,0,2,2,True,True,178.1176840611242,1000161.438898602,710241.6692267801,1711736.66922678,457.8360140178823
launch_authority_rank_5,pdtuning_search_launch_authority.json,451300.1869,True,True,False,5.5,0.009999999776,6000.0,0.0,126.5423584,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.748096377117648,0,2,2,True,True,178.1156999731242,1000161.437906558,713517.9879459882,1715012.9879459883,457.82014131388235
launch_authority_rank_6,pdtuning_search_launch_authority.json,451309.0052,True,True,False,5.5,0.009999999776,6000.0,0.0,121.150589,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.743693352470588,0,2,2,True,True,178.10689392383009,1000161.4335035334,690231.2069315445,1691726.2069315445,457.7496929195294
launch_authority_rank_8,pdtuning_search_launch_authority.json,451314.3567,True,True,False,5.5,0.009999999776,6000.0,0.0,122.2469482,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568934047,1191.51244287959,11.759974724588236,0,2,2,True,True,178.13945666806538,1000161.4497849055,694961.4302682425,1696456.4302682425,458.01019487341176
low_saturation_rank_2,pdtuning_search_low_saturation.json,450838.8394,True,True,False,5.5,0.009999999776,1200.0,0.0,112.3614578,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.288142681,0.0,0.0,1194.0310522130767,0.00568934047,1194.0310522130767,10.541115623117648,0,2,2,True,True,178.9262901401242,1000161.520746474,660860.615106216,1662355.6151062162,490.10127604988236
low_saturation_rank_4,pdtuning_search_low_saturation.json,451064.3487,True,True,False,5.5,0.009999999776,1200.0,0.0,130.1041565,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.402424574,0.0,0.0,1193.4578629589814,0.00568934047,1193.4578629589814,10.532647482882354,0,2,2,True,True,179.4807633246536,1000161.7408421198,740295.7720417319,1741790.772041732,499.1083372461176
low_saturation_rank_6,pdtuning_search_low_saturation.json,451094.0201,True,True,False,5.5,0.009999999776,1200.0,0.0,126.1902466,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.692408562,0.0,0.0,1193.575250930746,0.00568934047,1193.575250930746,10.533790788411764,0,2,2,True,True,180.93296987571244,1000162.3219534013,724551.9423458714,1726046.9423458714,522.3253491745882
low_saturation_rank_7,pdtuning_search_low_saturation.json,451096.1498,True,True,False,4.582575798,0.009999999776,1200.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-1.859681129,0.0,0.0,1193.580441928225,0.0,1193.580441928225,10.535060368117646,0,2,2,True,True,176.7718718701242,1000160.657768115,724381.987757066,1725876.987757066,455.7274678098823
low_saturation_rank_8,pdtuning_search_low_saturation.json,451112.8141,True,True,False,3.979057312,0.009999999776,1200.0,0.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,-2.481886387,0.0,0.0,1193.5794400160553,0.0,1193.5794400160553,10.537629869411765,0,2,2,True,True,179.8880371627124,1000161.9047481323,722815.9332403295,1724310.9332403294,505.5450004705882
nonlaunch_broad_rank_2,pdtuning_search_nonlaunch_broad.json,451113.5534,True,True,False,8.0,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.540693001647059,0,2,2,True,True,177.70089322218303,1000161.2305031825,797912.9831012296,1799407.9831012296,454.50168730635295
nonlaunch_broad_rank_3,pdtuning_search_nonlaunch_broad.json,451210.7319,True,True,False,5.5,0.009999999776,3500.0,20.0,125.0167999,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.544094270176473,0,2,2,True,True,177.70769575924186,1000161.233904451,793627.9685480633,1795122.9685480632,454.55610760282354
nonlaunch_broad_rank_4,pdtuning_search_nonlaunch_broad.json,451213.6784,True,True,False,5.5,0.009999999776,3500.0,20.0,129.9879913,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.00568958494,1191.51244287959,11.546800788294117,0,2,2,True,True,177.71310879547715,1000161.2366109692,815308.1757293894,1816803.1757293893,454.59941189270586
nonlaunch_broad_rank_5,pdtuning_search_nonlaunch_broad.json,451329.3917,True,True,False,5.137659073,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.007402939810000001,1191.51244287959,11.544065573411766,0,2,2,True,True,177.70763836571246,1000161.2338757543,797913.0438075215,1799408.0438075215,454.55564845458827
nonlaunch_broad_rank_6,pdtuning_search_nonlaunch_broad.json,451329.9154,True,True,False,5.039684296,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.543022532411765,0,2,2,True,True,177.70555228371245,1000161.2328327133,797913.0250327834,1799408.0250327834,454.5389597985882
nonlaunch_broad_rank_8,pdtuning_search_nonlaunch_broad.json,451334.4249,True,True,False,4.489848137,0.009999999776,3500.0,20.0,126.0,5.0,1.0,1.0,6.555168152,0.7356804640000001,0.7283544518888889,0.0,1.643232346,0.0,0.0,1191.51244287959,0.0,1191.51244287959,11.540632747294117,0,2,2,True,True,177.70077271347714,1000161.2304429282,797912.9820166513,1799407.9820166514,454.5007232367058
