label,scenario,failed,final_error,settled,command_saturation_fraction,plant_clip_request_fraction,overshoot,overshoot_percent,step_rms_norm,accel_rms_norm,late_rms_norm,score
manual_grid_h300_d80_y2,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h300_d80_y2,yaw_rate_max_effort_0_to_9_radps,False,8.696457863,False,0,0,0,0.0,0.967127610111111,0.1543728589,0.9662730958888888,67290.7257
manual_grid_h300_d80_y2,yaw_rate_reversal_9_to_minus9_radps,False,-8.696457863,False,0,0,0,0.0,0.5130829658888889,1.13117829,0.4831365479444444,130.4662495
manual_grid_h300_d80_y2,combined_3mps_16p5mps2_turn,True,,True,0.9700000286,0.9700000286,0,0.0,852.8359401818183,2246.7472270000003,0.0,
manual_grid_h300_d80_y2,combined_3mps_heading_correction_15deg,True,-1.499185085,False,0.9897959232,0.9897959232,3.053502083,1166.351848075756,0.0,5391.421063,0.0,104635.3472
manual_grid_h600_d80_y2,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h600_d80_y2,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h600_d80_y2,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h600_d80_y2,yaw_rate_max_effort_0_to_9_radps,False,8.696457863,False,0,0,0,0.0,0.967127610111111,0.1543728589,0.9662730958888888,67290.7257
manual_grid_h600_d80_y2,yaw_rate_reversal_9_to_minus9_radps,False,-8.696457863,False,0,0,0,0.0,0.5130829658888889,1.13117829,0.4831365479444444,130.4662495
manual_grid_h600_d80_y2,combined_3mps_16p5mps2_turn,True,,True,0.9700000286,0.9700000286,0,0.0,852.8359401818183,2246.7472270000003,0.0,
manual_grid_h600_d80_y2,combined_3mps_heading_correction_15deg,True,2.259099483,False,1,1,2.9043715,1109.3881629828104,0.0,5262.841842999999,0.0,104869.9634
manual_grid_h1200_d80_y2,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h1200_d80_y2,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h1200_d80_y2,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h1200_d80_y2,yaw_rate_max_effort_0_to_9_radps,False,8.696457863,False,0,0,0,0.0,0.967127610111111,0.1543728589,0.9662730958888888,67290.7257
manual_grid_h1200_d80_y2,yaw_rate_reversal_9_to_minus9_radps,False,-8.696457863,False,0,0,0,0.0,0.5130829658888889,1.13117829,0.4831365479444444,130.4662495
manual_grid_h1200_d80_y2,combined_3mps_16p5mps2_turn,True,,True,0.9700000286,0.9700000286,0,0.0,852.8359401818183,2246.7472270000003,0.0,
manual_grid_h1200_d80_y2,combined_3mps_heading_correction_15deg,True,-1.901146412,False,1,1,3.129175663,1195.2570256339754,0.0,5328.773892,0.0,104641.0506
manual_grid_h0_d0_y5,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
manual_grid_h0_d0_y5,forward_brake_4_to_0_mps,False,0.0002275736188,True,0,0,0.0002275736188,0.00568934047,0.45164531925,0.03756615282,0.0029674357375,33.81110376
manual_grid_h0_d0_y5,forward_high_speed_disturbance_4_to_2_mps,False,-0.008115768433,True,0,0,0,0.0,0.21204198775,0.0001228183657,0.0046926604375,30.01487775
manual_grid_h0_d0_y5,yaw_rate_max_effort_0_to_9_radps,False,8.283842087,False,0,0,0,0.0,0.9226729345555555,0.3668203233,0.9204268985555556,51549.21192
manual_grid_h0_d0_y5,yaw_rate_reversal_9_to_minus9_radps,False,-8.283837318,False,0,0,0,0.0,0.49035816611111116,1.006466296,0.4602131843333333,122.8710534
manual_grid_h0_d0_y5,combined_3mps_16p5mps2_turn,True,,True,0.9696969986,0.9696969986,0,0.0,864.2625518181819,2375.689528,0.0,
manual_grid_h0_d0_y5,combined_3mps_heading_correction_15deg,False,-0.2617993951,False,0,0,0,0.0,0.0,0.0,0.2617993951,80153
manual_grid_h50_d0_y5,forward_launch_0_to_4_mps,False,0.004457235336,True,0.009600000456,0.008799999952,0,0.0,0.4516434955,0.03756902693,0.00330054786,33.80057477
