role,k1_rad_per_m,k2_rad_per_m,k3_radps,stribeck_speed_mps,yaw_fade_mps,sliding_ratio,load_power,linear_gain_nm_per_radps,peak_yield_nm,weighted_train_rmse_nm,primary_corrected_rmse_nm,validation_corrected_rmse_nm,in_place_opposing_nm,in_place_left_command,in_place_right_command,in_place_max_abs_command,score
latest_weighted_shifted_peak,0.35,1.6,0.4,0.16,0.05,0.15,0.5,0.025016332393732583,0.011396098388976627,0.031334005410532974,0.036298018700114607,0.053237404598917036,0.011021267354734542,0.23963271617652215,-0.23963271617652215,0.23963271617652215,0.04214502392523731
latest_weighted_shifted_peak,0.1,1.6,0.4,0.04,0.05,0.15,1.0,0.023705658097932004,0.011751480461436826,0.03132018336758329,0.03631129502370467,0.052945715689944606,0.010942515667668807,0.23917119817341187,-0.23917119817341187,0.23917119817341187,0.042145047422380934
latest_weighted_shifted_peak,0.35,1.1,0.1,0.16,0.05,0.15,1.0,0.011074346533560117,0.011089870171423911,0.031207245837571493,0.03625388708198436,0.05313220068261174,0.010299415895405114,0.23540236306962448,-0.23540236306962448,0.23540236306962448,0.042145174945482755
latest_weighted_shifted_peak,0.2,1.6,0.4,0.16,0.05,0.35,0.5,0.024315896353844228,0.011372334387788344,0.0313315432471361,0.03629540891587203,0.05324249975737789,0.011005011682808177,0.23953745110314784,-0.23953745110314784,0.23953745110314784,0.04214541971404166
latest_weighted_shifted_peak,0.35,1.6,0.4,0.16,0.05,0.35,0.5,0.025035801733805176,0.011385092214971146,0.03133388311541888,0.036297337955431073,0.05324976210387923,0.011017357436318972,0.2396098024103959,-0.2396098024103959,0.2396098024103959,0.042145589043107
latest_weighted_shifted_peak,0.1,1.1,0.1,0.16,0.05,0.6,1.0,0.0,0.011047696825933293,0.03120695781654908,0.036252454120813134,0.053150886398893364,0.010291999097558043,0.23535889751530564,-0.23535889751530564,0.23535889751530564,0.04214619089108991
latest_weighted_shifted_peak,0.35,1.1,0.4,0.08,0.05,0.15,1.0,0.029152250508948915,0.011306490528581818,0.03130515758462454,0.03630414225055248,0.05303774530448126,0.010850368796265417,0.23863117875709822,-0.23863117875709822,0.23863117875709822,0.0421462222219116
latest_weighted_shifted_peak,0.2,1.6,0.4,0.16,0.05,0.6,0.5,0.02434551277053571,0.011357892944997132,0.0313313994398675,0.03629459553071178,0.05325777823975655,0.010999434395594691,0.23950476585469854,-0.23950476585469854,0.23950476585469854,0.04214625646422654
latest_weighted_shifted_peak,0.35,1.6,0.4,0.16,0.05,0.6,0.5,0.0250609455775776,0.011370878198538638,0.03133373993652255,0.036296518763141605,0.05326508524089047,0.01101200983059233,0.23957846319204584,-0.23957846319204584,0.23957846319204584,0.04214638604076118
latest_weighted_shifted_peak,0.35,1.1,0.1,0.16,0.05,0.0,1.0,0.011067854195527516,0.01109205155525632,0.03120751695685313,0.036254789464733046,0.05312124077310349,0.010290815787966512,0.23535196282349022,-0.23535196282349022,0.23535196282349022,0.042146958072148424
latest_weighted_shifted_peak,0.2,1.1,0.1,0.16,0.05,0.15,1.0,0.004571870900504854,0.01107762395809455,0.031207048810998506,0.03625435413579314,0.053125658964269726,0.010288042557189852,0.23533571052493138,-0.23533571052493138,0.23533571052493138,0.042146977495250565
latest_weighted_shifted_peak,0.05,1.6,0.4,0.04,0.05,0.15,1.0,0.023345748075235612,0.011732909855481076,0.03132023141081428,0.03631128812631065,0.05293966325618282,0.010925223450973581,0.23906985851180096,-0.23906985851180096,0.23906985851180096,0.04214813565546025
latest_weighted_shifted_peak,0.2,1.1,0.1,0.16,0.05,0.0,1.0,0.004563041521721649,0.011079802576952449,0.031207320154027208,0.03625525633603428,0.053114708920373815,0.010279451616182059,0.23528536399793637,-0.23528536399793637,0.23528536399793637,0.04214875923408912
latest_weighted_shifted_peak,0.1,1.1,0.1,0.16,0.05,0.35,1.0,0.0,0.011051112988682098,0.03120739100305874,0.03625391070427427,0.0531326615304184,0.010277536933924832,0.23527414315474088,-0.23527414315474088,0.23527414315474088,0.04214916670841651
