family,forward_velocity_bin_mps,yaw_rate_bin_radps,dataset,samples,old_rmse_radps,new_rmse_radps,delta_rmse_radps,relative_delta_pct,worsened_sample_fraction,mean_patch_delta_yaw_moment_nm,rmse_patch_delta_yaw_moment_nm
open_floor,0.30,-6.00,open_floor:0.30:-6.00,600,0.160051824,0.127908069,-0.032143755,-20.083342,0.193333333,0.008744113,0.009663286
open_floor,0.30,-6.50,open_floor:0.30:-6.50,479,0.151064868,0.121435084,-0.029629784,-19.613948,0.210855950,0.008444607,0.009281177
open_floor,0.30,-7.00,open_floor:0.30:-7.00,302,0.112765413,0.099477342,-0.013288071,-11.783818,0.334437086,0.006645685,0.007720102
open_floor,0.30,-7.50,open_floor:0.30:-7.50,179,0.135494364,0.117041452,-0.018452913,-13.618952,0.212290503,0.007520016,0.009114403
open_floor,0.30,-8.00,open_floor:0.30:-8.00,258,0.119812635,0.099760348,-0.020052287,-16.736371,0.197674419,0.007523799,0.008498796
open_floor,0.30,-8.50,open_floor:0.30:-8.50,268,0.096168174,0.086003679,-0.010164495,-10.569500,0.391791045,0.005983680,0.006845599
open_floor,0.30,-9.00,open_floor:0.30:-9.00,295,0.103025963,0.093623414,-0.009402549,-9.126388,0.393220339,0.005963192,0.006807805
open_floor,0.30,-9.50,open_floor:0.30:-9.50,279,0.079782531,0.072750403,-0.007032129,-8.814121,0.430107527,0.006308643,0.006899880
open_floor,0.30,0.00,open_floor:0.30:0.00,77791,0.103111585,0.095144059,-0.007967526,-7.727091,0.396883958,0.000506651,0.003518515
open_floor,0.30,0.50,open_floor:0.30:0.50,4240,0.257572456,0.243877594,-0.013694863,-5.316897,0.264622642,0.004490143,0.007818425
open_floor,0.30,1.00,open_floor:0.30:1.00,2177,0.308587139,0.292377029,-0.016210110,-5.253009,0.158934313,0.006224370,0.009149179
open_floor,0.30,1.50,open_floor:0.30:1.50,1245,0.257874940,0.242490215,-0.015384725,-5.965964,0.185542169,0.006209623,0.009563835
open_floor,0.30,10.00,open_floor:0.30:10.00,474,0.146293227,0.141734592,-0.004558635,-3.116094,0.175105485,0.001233936,0.002281983
open_floor,0.30,10.50,open_floor:0.30:10.50,618,0.146641802,0.141356858,-0.005284944,-3.603982,0.110032362,0.001534837,0.001899814
open_floor,0.30,11.00,open_floor:0.30:11.00,873,0.144852674,0.139210879,-0.005641795,-3.894850,0.073310424,0.001599278,0.001811428
open_floor,0.30,11.50,open_floor:0.30:11.50,738,0.145555394,0.139888949,-0.005666445,-3.892981,0.075880759,0.001620713,0.001808635
open_floor,0.30,12.00,open_floor:0.30:12.00,603,0.144364123,0.139001882,-0.005362240,-3.714386,0.063018242,0.001518874,0.001803739
open_floor,0.30,12.50,open_floor:0.30:12.50,979,0.155714783,0.150851106,-0.004863678,-3.123453,0.050051073,0.001419192,0.001598678
open_floor,0.30,13.00,open_floor:0.30:13.00,1587,0.155726239,0.150569023,-0.005157217,-3.311720,0.035286704,0.001437708,0.001587706
open_floor,0.30,13.50,open_floor:0.30:13.50,1293,0.154252806,0.149147053,-0.005105753,-3.309990,0.046403712,0.001472777,0.001580867
open_floor,0.30,14.00,open_floor:0.30:14.00,1448,0.161595574,0.156474122,-0.005121452,-3.169302,0.042817680,0.001476959,0.001577738
open_floor,0.30,14.50,open_floor:0.30:14.50,1704,0.160409194,0.155425045,-0.004984150,-3.107147,0.035798122,0.001395809,0.001492469
open_floor,0.30,15.00,open_floor:0.30:15.00,1429,0.156850102,0.151781540,-0.005068562,-3.231469,0.037088873,0.001425481,0.001520153
open_floor,0.30,15.50,open_floor:0.30:15.50,571,0.159047795,0.153945666,-0.005102129,-3.207922,0.073555166,0.001462402,0.001577631
open_floor,0.30,16.00,open_floor:0.30:16.00,420,0.161792076,0.157555906,-0.004236170,-2.618280,0.095238095,0.001231589,0.001439898
open_floor,0.30,16.50,open_floor:0.30:16.50,305,0.166493508,0.161991981,-0.004501527,-2.703725,0.104918033,0.001378335,0.001539409
open_floor,0.30,17.00,open_floor:0.30:17.00,295,0.170287016,0.165529166,-0.004757850,-2.794018,0.081355932,0.001429065,0.001525698
open_floor,0.30,17.50,open_floor:0.30:17.50,248,0.171388321,0.166889441,-0.004498880,-2.624963,0.112903226,0.001366422,0.001487998
open_floor,0.30,18.00,open_floor:0.30:18.00,311,0.168624521,0.164418857,-0.004205665,-2.494100,0.073954984,0.001294051,0.001418855
open_floor,0.30,18.50,open_floor:0.30:18.50,641,0.153093329,0.149982961,-0.003110368,-2.031681,0.063962559,0.000904737,0.001030521
open_floor,0.30,19.00,open_floor:0.30:19.00,354,0.146772641,0.143362460,-0.003410181,-2.323445,0.053672316,0.000994493,0.001069425
open_floor,0.30,19.50,open_floor:0.30:19.50,166,0.159580085,0.155967517,-0.003612568,-2.263797,0.090361446,0.001100741,0.001203087
open_floor,0.30,2.00,open_floor:0.30:2.00,806,0.232514520,0.229564987,-0.002949533,-1.268537,0.289081886,0.005388726,0.009971719
open_floor,0.30,2.50,open_floor:0.30:2.50,744,0.262940872,0.257611282,-0.005329590,-2.026916,0.213709677,0.004293521,0.009009516
open_floor,0.30,20.00,open_floor:0.30:20.00,239,0.164740572,0.161890934,-0.002849638,-1.729773,0.075313808,0.000808322,0.000954213
open_floor,0.30,20.50,open_floor:0.30:20.50,259,0.148844890,0.146221668,-0.002623222,-1.762386,0.081081081,0.000751849,0.000853154
open_floor,0.30,21.00,open_floor:0.30:21.00,183,0.150307517,0.147356246,-0.002951271,-1.963488,0.038251366,0.000774428,0.000833758
open_floor,0.30,3.00,open_floor:0.30:3.00,571,0.248705938,0.240275447,-0.008430491,-3.389743,0.169877408,0.002622856,0.006231884
open_floor,0.30,3.50,open_floor:0.30:3.50,306,0.245796009,0.239164040,-0.006631969,-2.698160,0.163398693,0.000267765,0.004062746
open_floor,0.30,4.00,open_floor:0.30:4.00,202,0.155596447,0.150930047,-0.004666401,-2.999041,0.292079208,-0.002332063,0.004720382
open_floor,0.30,4.50,open_floor:0.30:4.50,200,0.114741455,0.112378557,-0.002362898,-2.059324,0.370000000,-0.002476975,0.004371606
open_floor,0.30,5.00,open_floor:0.30:5.00,160,0.115696660,0.114668125,-0.001028536,-0.888994,0.481250000,-0.001580580,0.003625239
open_floor,0.30,5.50,open_floor:0.30:5.50,177,0.123902737,0.123681292,-0.000221445,-0.178725,0.525423729,-0.001051468,0.003229763
open_floor,0.30,6.00,open_floor:0.30:6.00,177,0.112061225,0.113150410,0.001089185,0.971955,0.587570621,-0.000905781,0.003037007
open_floor,0.30,6.50,open_floor:0.30:6.50,191,0.166064368,0.166329231,0.000264863,0.159494,0.513089005,-0.000704507,0.002824415
open_floor,0.30,7.00,open_floor:0.30:7.00,221,0.138367571,0.137356915,-0.001010656,-0.730414,0.348416290,0.000184897,0.002719590
open_floor,0.30,7.50,open_floor:0.30:7.50,282,0.119327440,0.117232934,-0.002094507,-1.755260,0.255319149,0.000717687,0.002627445
open_floor,0.30,8.00,open_floor:0.30:8.00,766,0.123786864,0.119210761,-0.004576103,-3.696760,0.134464752,0.001427994,0.001969090
open_floor,0.30,8.50,open_floor:0.30:8.50,950,0.140978768,0.135093900,-0.005884869,-4.174294,0.084210526,0.001607011,0.002072384
open_floor,0.30,9.00,open_floor:0.30:9.00,779,0.144685679,0.139126740,-0.005558939,-3.842080,0.118100128,0.001630777,0.002246160
open_floor,0.30,9.50,open_floor:0.30:9.50,551,0.143500364,0.138267760,-0.005232604,-3.646405,0.127041742,0.001578876,0.002155073
open_floor,0.40,-0.50,open_floor:0.40:-0.50,7279,0.320772997,0.298900856,-0.021872141,-6.818573,0.203187251,0.001254591,0.009699558
open_floor,0.40,-1.00,open_floor:0.40:-1.00,5514,0.298135122,0.276419609,-0.021715513,-7.283782,0.242655060,0.002199364,0.009020572
open_floor,0.40,-1.50,open_floor:0.40:-1.50,2704,0.296538130,0.272982172,-0.023555958,-7.943652,0.121671598,0.003582334,0.008537558
open_floor,0.40,-10.00,open_floor:0.40:-10.00,262,0.091945909,0.098712075,0.006766166,7.358855,0.717557252,0.003572880,0.004021848
open_floor,0.40,-10.50,open_floor:0.40:-10.50,130,0.084794988,0.091606902,0.006811914,8.033393,0.615384615,0.004062790,0.004261557
open_floor,0.40,-2.00,open_floor:0.40:-2.00,2601,0.251110913,0.227905052,-0.023205861,-9.241279,0.235678585,0.003470233,0.008801500
open_floor,0.40,-2.50,open_floor:0.40:-2.50,1917,0.236991342,0.210616695,-0.026374647,-11.128950,0.135106938,0.005521491,0.009370355
open_floor,0.40,-3.00,open_floor:0.40:-3.00,1682,0.208223096,0.182050381,-0.026172715,-12.569554,0.091557669,0.006798224,0.008898785
open_floor,0.40,-3.50,open_floor:0.40:-3.50,1328,0.172926073,0.148995513,-0.023930559,-13.838607,0.092620482,0.006658599,0.008173952
open_floor,0.40,-4.00,open_floor:0.40:-4.00,1882,0.131620866,0.109116999,-0.022503867,-17.097492,0.174814028,0.005669387,0.007062600
open_floor,0.40,-4.50,open_floor:0.40:-4.50,3337,0.109727662,0.090688011,-0.019039651,-17.351733,0.265507941,0.005108389,0.006458386
open_floor,0.40,-5.00,open_floor:0.40:-5.00,3317,0.103100824,0.087497462,-0.015603362,-15.134081,0.325595418,0.004858293,0.006199850
open_floor,0.40,-5.50,open_floor:0.40:-5.50,3253,0.093454638,0.080462469,-0.012992169,-13.902112,0.370119889,0.004775000,0.005914170
open_floor,0.40,-6.00,open_floor:0.40:-6.00,2949,0.086786188,0.075461038,-0.011325150,-13.049484,0.363173957,0.005114906,0.005921357
open_floor,0.40,-6.50,open_floor:0.40:-6.50,1927,0.088344983,0.082099422,-0.006245561,-7.069514,0.471717696,0.004671993,0.005453462
open_floor,0.40,-7.00,open_floor:0.40:-7.00,1613,0.087192326,0.084130329,-0.003061997,-3.511774,0.517048977,0.003902043,0.004886653
open_floor,0.40,-7.50,open_floor:0.40:-7.50,1094,0.094658315,0.091550342,-0.003107973,-3.283359,0.431444241,0.003456790,0.004714257
open_floor,0.40,-8.00,open_floor:0.40:-8.00,844,0.083306305,0.081775548,-0.001530756,-1.837504,0.420616114,0.003987550,0.004885691
open_floor,0.40,-8.50,open_floor:0.40:-8.50,686,0.089680483,0.088337055,-0.001343429,-1.498017,0.408163265,0.003345809,0.004479436
open_floor,0.40,-9.00,open_floor:0.40:-9.00,394,0.093596891,0.094642010,0.001045120,1.116618,0.494923858,0.003172797,0.004222597
open_floor,0.40,-9.50,open_floor:0.40:-9.50,231,0.099574764,0.102248136,0.002673372,2.684789,0.606060606,0.003727326,0.004681315
open_floor,0.40,0.00,open_floor:0.40:0.00,43390,0.273081897,0.249547625,-0.023534272,-8.618027,0.258077898,-0.000138021,0.008935558
open_floor,0.40,0.50,open_floor:0.40:0.50,9708,0.300370296,0.274465050,-0.025905247,-8.624437,0.203440461,-0.000561193,0.009940340
open_floor,0.40,1.00,open_floor:0.40:1.00,6169,0.241007497,0.229406485,-0.011601012,-4.813548,0.363592154,0.000953428,0.006008994
open_floor,0.40,1.50,open_floor:0.40:1.50,3458,0.208668280,0.200946662,-0.007721618,-3.700427,0.389820706,0.001013545,0.004949101
open_floor,0.40,10.00,open_floor:0.40:10.00,926,0.154469866,0.149310975,-0.005158890,-3.339739,0.104751620,0.001436634,0.001867783
open_floor,0.40,10.50,open_floor:0.40:10.50,885,0.156761866,0.151760226,-0.005001640,-3.190597,0.128813559,0.001368094,0.001729069
open_floor,0.40,11.00,open_floor:0.40:11.00,455,0.157107891,0.153144063,-0.003963828,-2.522997,0.184615385,0.001154985,0.001732536
open_floor,0.40,11.50,open_floor:0.40:11.50,281,0.164215129,0.161766836,-0.002448293,-1.490906,0.234875445,0.000760208,0.001532751
open_floor,0.40,12.00,open_floor:0.40:12.00,220,0.168277297,0.164998529,-0.003278768,-1.948432,0.195454545,0.000955069,0.001518460
open_floor,0.40,12.50,open_floor:0.40:12.50,140,0.189625750,0.185535397,-0.004090354,-2.157067,0.257142857,0.001058996,0.001729207
open_floor,0.40,13.00,open_floor:0.40:13.00,184,0.187496437,0.183380904,-0.004115534,-2.194993,0.146739130,0.001170336,0.001621876
open_floor,0.40,13.50,open_floor:0.40:13.50,282,0.178694568,0.174431937,-0.004262631,-2.385428,0.088652482,0.001206528,0.001442919
open_floor,0.40,14.00,open_floor:0.40:14.00,279,0.169235747,0.165077230,-0.004158516,-2.457233,0.071684588,0.001227525,0.001495600
open_floor,0.40,14.50,open_floor:0.40:14.50,165,0.173105125,0.169249656,-0.003855469,-2.227241,0.139393939,0.001145209,0.001505484
open_floor,0.40,15.00,open_floor:0.40:15.00,114,0.167295524,0.163660639,-0.003634885,-2.172733,0.052631579,0.001023648,0.001299074
open_floor,0.40,15.50,open_floor:0.40:15.50,84,0.183659815,0.180499147,-0.003160668,-1.720936,0.107142857,0.001012374,0.001379310
open_floor,0.40,16.00,open_floor:0.40:16.00,118,0.165239198,0.160858231,-0.004380967,-2.651288,0.101694915,0.001350933,0.001679543
open_floor,0.40,18.50,open_floor:0.40:18.50,83,0.144887469,0.142648649,-0.002238820,-1.545213,0.192771084,0.000656647,0.000892855
open_floor,0.40,2.00,open_floor:0.40:2.00,1837,0.205329230,0.187877187,-0.017452043,-8.499542,0.351660316,0.002890163,0.006903223
open_floor,0.40,2.50,open_floor:0.40:2.50,1678,0.187007939,0.176988729,-0.010019209,-5.357638,0.356972586,0.001403195,0.004486992
open_floor,0.40,3.00,open_floor:0.40:3.00,1244,0.187647206,0.175739054,-0.011908152,-6.346032,0.273311897,0.000501748,0.004905677
open_floor,0.40,3.50,open_floor:0.40:3.50,986,0.156989961,0.146826643,-0.010163318,-6.473865,0.254563895,0.001007059,0.003705362
open_floor,0.40,4.00,open_floor:0.40:4.00,724,0.139457138,0.130786292,-0.008670846,-6.217571,0.209944751,0.000575740,0.003160901
open_floor,0.40,4.50,open_floor:0.40:4.50,927,0.110339727,0.104711068,-0.005628660,-5.101209,0.321467098,0.000506787,0.002473021
open_floor,0.40,5.00,open_floor:0.40:5.00,1048,0.110066741,0.105528997,-0.004537744,-4.122720,0.360687023,0.000764888,0.002355897
open_floor,0.40,5.50,open_floor:0.40:5.50,1017,0.108395577,0.103602142,-0.004793435,-4.422169,0.311701082,0.000934575,0.002258248
open_floor,0.40,6.00,open_floor:0.40:6.00,1264,0.110742158,0.105927550,-0.004814608,-4.347584,0.250000000,0.001258990,0.002154512
open_floor,0.40,6.50,open_floor:0.40:6.50,2015,0.114218856,0.109063406,-0.005155450,-4.513659,0.182630273,0.001468650,0.002005559
open_floor,0.40,7.00,open_floor:0.40:7.00,1362,0.123419957,0.118445435,-0.004974522,-4.030565,0.185022026,0.001386234,0.002073541
open_floor,0.40,7.50,open_floor:0.40:7.50,876,0.130028267,0.125514567,-0.004513700,-3.471322,0.207762557,0.001253672,0.002049116
open_floor,0.40,8.00,open_floor:0.40:8.00,536,0.143534939,0.139754460,-0.003780479,-2.633839,0.186567164,0.000979281,0.001850584
open_floor,0.40,8.50,open_floor:0.40:8.50,722,0.154405524,0.150352946,-0.004052578,-2.624633,0.113573407,0.001096802,0.002036304
open_floor,0.40,9.00,open_floor:0.40:9.00,923,0.143703009,0.138782099,-0.004920910,-3.424361,0.089924160,0.001361592,0.001825277
open_floor,0.40,9.50,open_floor:0.40:9.50,980,0.155791510,0.150847773,-0.004943737,-3.173303,0.104081633,0.001421024,0.001865959
open_floor,0.50,-0.50,open_floor:0.50:-0.50,2961,0.215240557,0.201525614,-0.013714943,-6.371914,0.284363391,0.001412513,0.007170009
open_floor,0.50,-1.00,open_floor:0.50:-1.00,913,0.293138887,0.276112849,-0.017026038,-5.808181,0.202628697,0.000766546,0.009424632
open_floor,0.50,-1.50,open_floor:0.50:-1.50,692,0.183560390,0.174384110,-0.009176281,-4.999053,0.369942197,0.001948634,0.005547727
open_floor,0.50,-2.00,open_floor:0.50:-2.00,301,0.202251035,0.184443733,-0.017807302,-8.804554,0.073089701,0.004211640,0.006299827
open_floor,0.50,-2.50,open_floor:0.50:-2.50,263,0.164872522,0.150267553,-0.014604970,-8.858341,0.083650190,0.004274620,0.005829431
open_floor,0.50,-3.00,open_floor:0.50:-3.00,333,0.168281623,0.144589158,-0.023692465,-14.079057,0.129129129,0.006108923,0.007750945
open_floor,0.50,-3.50,open_floor:0.50:-3.50,227,0.144263622,0.121603082,-0.022660540,-15.707730,0.171806167,0.005453743,0.006942238
open_floor,0.50,-4.00,open_floor:0.50:-4.00,205,0.132507572,0.108890011,-0.023617562,-17.823556,0.219512195,0.005808369,0.007110983
open_floor,0.50,-4.50,open_floor:0.50:-4.50,178,0.128973260,0.107353361,-0.021619898,-16.763086,0.292134831,0.006126036,0.007183500
open_floor,0.50,-5.00,open_floor:0.50:-5.00,192,0.116360389,0.095517018,-0.020843371,-17.912772,0.348958333,0.006451713,0.007362390
open_floor,0.50,-5.50,open_floor:0.50:-5.50,214,0.096654436,0.081040038,-0.015614398,-16.154869,0.392523364,0.006222728,0.007344811
open_floor,0.50,-6.00,open_floor:0.50:-6.00,169,0.087075330,0.078314299,-0.008761031,-10.061438,0.514792899,0.005129251,0.006514469
open_floor,0.50,-6.50,open_floor:0.50:-6.50,209,0.087532273,0.086385476,-0.001146797,-1.310142,0.550239234,0.002943957,0.004650910
open_floor,0.50,-7.00,open_floor:0.50:-7.00,244,0.095022892,0.096118804,0.001095912,1.153313,0.573770492,0.001965722,0.003519126
open_floor,0.50,-7.50,open_floor:0.50:-7.50,242,0.086701114,0.086828528,0.000127414,0.146958,0.413223140,0.002225650,0.003759908
open_floor,0.50,-8.00,open_floor:0.50:-8.00,118,0.097945030,0.097701778,-0.000243252,-0.248356,0.372881356,0.002547781,0.004143606
open_floor,0.50,-9.50,open_floor:0.50:-9.50,105,0.114825283,0.120390413,0.005565130,4.846607,0.961904762,0.001898098,0.002598947
open_floor,0.50,0.00,open_floor:0.50:0.00,13454,0.250317264,0.228095643,-0.022221621,-8.877382,0.282220901,-0.000010476,0.008023816
open_floor,0.50,0.50,open_floor:0.50:0.50,2251,0.297881008,0.271397792,-0.026483216,-8.890535,0.221235007,0.000078580,0.010738737
open_floor,0.50,1.00,open_floor:0.50:1.00,1437,0.287230742,0.262554972,-0.024675770,-8.590922,0.181628392,0.003847076,0.009563929
open_floor,0.50,1.50,open_floor:0.50:1.50,1061,0.201906438,0.184939486,-0.016966952,-8.403374,0.390197926,0.002566750,0.006731219
open_floor,0.50,10.00,open_floor:0.50:10.00,130,0.174088942,0.166682280,-0.007406662,-4.254528,0.038461538,0.002021938,0.002563479
open_floor,0.50,10.50,open_floor:0.50:10.50,160,0.157608782,0.152725398,-0.004883384,-3.098421,0.056250000,0.001413067,0.001771249
open_floor,0.50,2.00,open_floor:0.50:2.00,306,0.293591409,0.272058842,-0.021532567,-7.334195,0.150326797,0.004130449,0.007941399
open_floor,0.50,2.50,open_floor:0.50:2.50,275,0.291875959,0.279307600,-0.012568359,-4.306062,0.170909091,-0.000473923,0.006538063
open_floor,0.50,3.00,open_floor:0.50:3.00,337,0.250828467,0.237463766,-0.013364700,-5.328223,0.228486647,-0.000647616,0.006632259
open_floor,0.50,3.50,open_floor:0.50:3.50,204,0.307666220,0.302070337,-0.005595883,-1.818816,0.161764706,0.001556968,0.004562064
open_floor,0.50,4.00,open_floor:0.50:4.00,101,0.220069915,0.207328081,-0.012741834,-5.789903,0.247524752,0.001340483,0.004929977
open_floor,0.50,4.50,open_floor:0.50:4.50,163,0.121914156,0.114496268,-0.007417888,-6.084518,0.386503067,0.001223507,0.003227892
open_floor,0.50,5.00,open_floor:0.50:5.00,188,0.138150511,0.129674083,-0.008476429,-6.135648,0.356382979,0.001517832,0.003021621
open_floor,0.50,5.50,open_floor:0.50:5.50,117,0.124675641,0.117266226,-0.007409415,-5.942953,0.316239316,0.001626797,0.003302394
open_floor,0.50,6.00,open_floor:0.50:6.00,123,0.151190630,0.138588193,-0.012602437,-8.335462,0.146341463,0.002795923,0.004186821
open_floor,0.50,6.50,open_floor:0.50:6.50,130,0.159453486,0.146866065,-0.012587422,-7.894102,0.123076923,0.003059992,0.003969175
open_floor,0.50,7.00,open_floor:0.50:7.00,140,0.146761047,0.136590156,-0.010170891,-6.930239,0.128571429,0.002519869,0.003594065
open_floor,0.50,7.50,open_floor:0.50:7.50,168,0.136267413,0.126536870,-0.009730543,-7.140770,0.113095238,0.002722893,0.003637385
open_floor,0.50,8.00,open_floor:0.50:8.00,130,0.165514323,0.155001200,-0.010513122,-6.351790,0.069230769,0.003113771,0.003788112
open_floor,0.50,8.50,open_floor:0.50:8.50,147,0.154609251,0.145901809,-0.008707442,-5.631902,0.088435374,0.002697775,0.003267933
open_floor,0.50,9.00,open_floor:0.50:9.00,137,0.152429914,0.144032170,-0.008397743,-5.509249,0.065693431,0.002138218,0.002735960
open_floor,0.50,9.50,open_floor:0.50:9.50,96,0.153437635,0.148589994,-0.004847641,-3.159356,0.104166667,0.001734908,0.002357340
open_floor,0.60,-0.50,open_floor:0.60:-0.50,1779,0.171841958,0.169343819,-0.002498138,-1.453742,0.449128724,0.000044976,0.004046104
open_floor,0.60,-1.00,open_floor:0.60:-1.00,170,0.386101030,0.379869988,-0.006231042,-1.613837,0.182352941,-0.000569370,0.005002517
open_floor,0.60,0.00,open_floor:0.60:0.00,20439,0.081800324,0.078470724,-0.003329600,-4.070400,0.406282108,0.000171332,0.002204074
open_floor,0.60,0.50,open_floor:0.60:0.50,1092,0.307533645,0.290873532,-0.016660112,-5.417330,0.245421245,0.003328191,0.009000869
open_floor,0.60,1.00,open_floor:0.60:1.00,498,0.303374393,0.278903314,-0.024471079,-8.066297,0.132530120,0.007082199,0.010958367
open_floor,0.60,1.50,open_floor:0.60:1.50,200,0.242918294,0.202313162,-0.040605133,-16.715552,0.035000000,0.010031721,0.012596238
open_floor,0.60,2.00,open_floor:0.60:2.00,91,0.271081029,0.230452452,-0.040628577,-14.987614,0.043956044,0.008384158,0.011744359
open_floor,0.70,-0.50,open_floor:0.70:-0.50,162,0.319033477,0.315598780,-0.003434698,-1.076595,0.450617284,0.002509471,0.007450571
open_floor,0.70,0.00,open_floor:0.70:0.00,482,0.208490724,0.190415622,-0.018075102,-8.669499,0.309128631,0.004623188,0.009412705
open_floor,0.70,0.50,open_floor:0.70:0.50,471,0.286975657,0.264480539,-0.022495118,-7.838685,0.220806794,0.009008269,0.010870037
open_floor,0.70,1.00,open_floor:0.70:1.00,300,0.314040734,0.287664213,-0.026376521,-8.399076,0.100000000,0.009476348,0.011275713
open_floor,0.80,0.00,open_floor:0.80:0.00,138,0.267859386,0.257388117,-0.010471269,-3.909241,0.311594203,0.005021786,0.008671289
open_floor,0.80,0.50,open_floor:0.80:0.50,109,0.276693789,0.251229192,-0.025464597,-9.203169,0.211009174,0.009942397,0.011244995
open_floor,0.80,1.00,open_floor:0.80:1.00,85,0.316084546,0.288900882,-0.027183664,-8.600124,0.152941176,0.010804510,0.011990727
