vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,left_command,right_command,lr_delta_command,left_surface_mps,right_surface_mps,left_command_torque_nm,right_command_torque_nm,max_abs_command,command_outside_unit,contact_utilization_raw,limiter_activity_proxy,contact_projection_sensitive,low_speed_launch_sensitive,caveat
0.03,1.488888889,C_combined_slip,0.022026994446088247,0.024552109528559365,0.04657910397464761,0.45421096592744864,-0.4468786903902158,0.9010896563176645,0.0930060555602575,-0.0330060555602575,0.010659948025288666,-0.010659948025288666,0.45421096592744864,False,0.6029825265822837,0.0,False,False,prior combined-slip surface
0.03,1.488888889,Round2_static_yield_contact,0.022026994446088247,0.02580947461311476,0.04783646905920301,0.4615796540740306,-0.45424737853679786,0.9158270326108284,0.0930060555602575,-0.0330060555602575,0.010847286286247416,-0.010847286286247416,0.4615796540740306,False,0.6029825265822837,0.0,False,False,static-yield plus sliding combined-slip residual
0.03,2.133333333,Baseline,0.03156106666173525,0.0,0.03156106666173525,0.3695316272215736,-0.36219935168434086,0.7317309789059145,0.12027733331922749,-0.060277333319227494,0.008422369594192491,-0.008422369594192491,0.3695316272215736,False,0.8639749632617107,0.0,False,False,current raw right-contact scrub approximation
0.03,2.133333333,B_stribeck,0.03156106666173525,0.0648349566980114,0.09639602335974665,0.7494917380701432,-0.7421594625329104,1.4916512006030538,0.12027733331922749,-0.060277333319227494,0.01808230701915762,-0.01808230701915762,0.7494917380701432,False,0.8639749632617107,0.0,False,False,request-activated Stribeck scrub
0.03,2.133333333,C_combined_slip,0.03156106666173525,0.028811965361944254,0.0603730320236795,0.5383818603401107,-0.5310495848028779,1.0694314451429885,0.12027733331922749,-0.060277333319227494,0.012715143071053328,-0.012715143071053328,0.5383818603401107,False,0.8639749632617107,0.0,False,False,prior combined-slip surface
0.03,2.133333333,Round2_static_yield_contact,0.03156106666173525,0.01683678927368865,0.048397855935423895,0.4682022926245315,-0.46087001708729874,0.9290723097118303,0.12027733331922749,-0.060277333319227494,0.010930928851488098,-0.010930928851488098,0.4682022926245315,False,0.8639749632617107,0.0,False,False,static-yield plus sliding combined-slip residual
0.03,2.777777778,Baseline,0.041095138892176496,0.0,0.041095138892176496,0.42873797517460993,-0.4214056996373772,0.850143674811987,0.14754861112051498,-0.087548611120515,0.009842877077218003,-0.009842877077218003,0.42873797517460993,False,1.124967400346126,0.12496740034612608,True,False,current raw right-contact scrub approximation
0.03,2.777777778,B_stribeck,0.041095138892176496,0.0647217112790231,0.1058168501711996,0.8080344202455915,-0.8007021447083587,1.6087365649539502,0.14754861112051498,-0.087548611120515,0.01948594175765141,-0.01948594175765141,0.8080344202455915,False,1.124967400346126,0.12496740034612608,True,False,request-activated Stribeck scrub
0.03,2.777777778,C_combined_slip,0.041095138892176496,0.046307921677750795,0.08740306056992729,0.7001218697578964,-0.6927895942206636,1.3929114639785598,0.14754861112051498,-0.087548611120515,0.016742420910814473,-0.016742420910814473,0.7001218697578964,False,1.124967400346126,0.12496740034612608,True,False,prior combined-slip surface
0.03,2.777777778,Round2_static_yield_contact,0.041095138892176496,0.01681675862255615,0.05791189751473265,0.5272912525385794,-0.5199589770013466,1.0472502295399262,0.14754861112051498,-0.087548611120515,0.01234845191304754,-0.01234845191304754,0.5272912525385794,False,1.124967400346126,0.12496740034612608,True,False,static-yield plus sliding combined-slip residual
