forward_velocity_bin_mps,yaw_rate_bin_radps,abs_forward_velocity_bin_mps,abs_yaw_rate_bin_radps,count,median_residual_additive_yaw_torque_nm,trimmed_mean_residual_additive_yaw_torque_nm,mad_residual_additive_yaw_torque_nm,iqr_residual_additive_yaw_torque_nm,median_opposing_yaw_resistance_nm,trimmed_mean_opposing_yaw_resistance_nm,mad_opposing_yaw_resistance_nm,iqr_opposing_yaw_resistance_nm
0.50,-9.50,0.50,9.50,105,-0.047990171,-0.051344193,0.021961825,0.047149144,-0.047990171,-0.051344193,0.021961825,0.047149144
0.50,-8.00,0.50,8.00,119,-0.021559813,-0.025796414,0.015695210,0.031304486,-0.021559813,-0.025796414,0.015695210,0.031304486
0.50,-7.50,0.50,7.50,277,-0.014560677,-0.016605517,0.011816080,0.023799020,-0.014560677,-0.016605517,0.011816080,0.023799020
0.50,-7.00,0.50,7.00,427,-0.012203927,-0.012195990,0.011696457,0.022937136,-0.012203927,-0.012195990,0.011696457,0.022937136
0.50,-6.50,0.50,6.50,336,-0.011993191,-0.013276403,0.011874278,0.024455672,-0.011993191,-0.013276403,0.011874278,0.024455672
0.50,-6.00,0.50,6.00,224,-0.015858674,-0.016217585,0.012303926,0.024178433,-0.015858674,-0.016217585,0.012303926,0.024178433
0.50,-5.50,0.50,5.50,289,-0.013349667,-0.013047247,0.012134268,0.024885118,-0.013349667,-0.013047247,0.012134268,0.024885118
0.50,-5.00,0.50,5.00,419,-0.009490694,-0.010355072,0.010263893,0.020493062,-0.009490694,-0.010355072,0.010263893,0.020493062
0.50,-4.50,0.50,4.50,223,-0.012690767,-0.012586447,0.010816207,0.021402632,-0.012690767,-0.012586447,0.010816207,0.021402632
0.50,-4.00,0.50,4.00,196,-0.017517882,-0.016777956,0.012937665,0.026368562,-0.017517882,-0.016777956,0.012937665,0.026368562
0.50,-3.50,0.50,3.50,222,-0.015543902,-0.014839498,0.012508176,0.025853542,-0.015543902,-0.014839498,0.012508176,0.025853542
0.50,-3.00,0.50,3.00,319,-0.012023637,-0.012208338,0.012581759,0.024681098,-0.012023637,-0.012208338,0.012581759,0.024681098
0.50,-2.50,0.50,2.50,250,-0.013326542,-0.013932323,0.012730104,0.025638853,-0.013326542,-0.013932323,0.012730104,0.025638853
0.50,-2.00,0.50,2.00,298,-0.012766004,-0.012920777,0.016978124,0.033193697,-0.012766004,-0.012920777,0.016978124,0.033193697
0.50,-1.50,0.50,1.50,755,-0.003455795,-0.004311110,0.012244218,0.025324003,-0.003455795,-0.004311110,0.012244218,0.025324003
0.50,-1.00,0.50,1.00,861,-0.002274671,-0.002841464,0.014626384,0.028959244,-0.002274671,-0.002841464,0.014626384,0.028959244
0.50,-0.50,0.50,0.50,3302,0.000236930,0.000280299,0.011078531,0.022095008,0.000236930,0.000280299,0.011078531,0.022095008
0.50,0.00,0.50,0.00,15060,-0.000137090,-0.000023558,0.008649969,0.017281001,0.001411924,0.001502426,0.008573232,0.017149462
0.50,0.50,0.50,0.50,2088,-0.000045467,0.004631784,0.017159368,0.035211938,0.000045467,-0.004631784,0.017159368,0.035211938
0.50,1.00,0.50,1.00,1320,-0.001836911,-0.003293916,0.015903830,0.032688151,0.001836911,0.003293916,0.015903830,0.032688151
0.50,1.50,0.50,1.50,1063,0.000979959,0.000592869,0.013439126,0.027016188,-0.000979959,-0.000592869,0.013439126,0.027016188
0.50,2.00,0.50,2.00,376,0.001767766,0.002530691,0.013411315,0.026498519,-0.001767766,-0.002530691,0.013411315,0.026498519
0.50,2.50,0.50,2.50,281,0.005818418,0.006698457,0.015931473,0.032404225,-0.005818418,-0.006698457,0.015931473,0.032404225
0.50,3.00,0.50,3.00,439,0.007922020,0.008506541,0.013219872,0.026163484,-0.007922020,-0.008506541,0.013219872,0.026163484
0.50,3.50,0.50,3.50,206,0.004655507,0.005025476,0.012248652,0.024371761,-0.004655507,-0.005025476,0.012248652,0.024371761
0.50,4.00,0.50,4.00,121,0.001229360,0.003904717,0.018543583,0.033215510,-0.001229360,-0.003904717,0.018543583,0.033215510
0.50,4.50,0.50,4.50,167,0.004776964,0.002515780,0.014362143,0.031535932,-0.004776964,-0.002515780,0.014362143,0.031535932
0.50,5.00,0.50,5.00,306,0.005266660,0.004863401,0.010863346,0.021133187,-0.005266660,-0.004863401,0.010863346,0.021133187
0.50,5.50,0.50,5.50,257,0.005389043,0.005225136,0.012500404,0.024568255,-0.005389043,-0.005225136,0.012500404,0.024568255
0.50,6.00,0.50,6.00,149,0.004688961,0.001775836,0.016780423,0.035995837,-0.004688961,-0.001775836,0.016780423,0.035995837
0.50,6.50,0.50,6.50,202,0.001873140,0.001750984,0.012962874,0.024602006,-0.001873140,-0.001750984,0.012962874,0.024602006
0.50,7.00,0.50,7.00,213,0.009726289,0.010134341,0.014903750,0.029058467,-0.009726289,-0.010134341,0.014903750,0.029058467
0.50,7.50,0.50,7.50,176,0.005379604,0.004629238,0.018803462,0.038867229,-0.005379604,-0.004629238,0.018803462,0.038867229
0.50,8.00,0.50,8.00,111,0.012673468,0.012490329,0.021673411,0.042220838,-0.012673468,-0.012490329,0.021673411,0.042220838
0.50,8.50,0.50,8.50,137,0.018299710,0.020297350,0.018903006,0.037343210,-0.018299710,-0.020297350,0.018903006,0.037343210
0.50,9.00,0.50,9.00,133,0.015266806,0.016666951,0.014622315,0.030627617,-0.015266806,-0.016666951,0.014622315,0.030627617
0.50,9.50,0.50,9.50,90,0.029425075,0.030365458,0.017435203,0.036965191,-0.029425075,-0.030365458,0.017435203,0.036965191
0.50,10.00,0.50,10.00,122,0.079639455,0.075826527,0.022096174,0.044304043,-0.079639455,-0.075826527,0.022096174,0.044304043
0.50,10.50,0.50,10.50,158,0.086994635,0.084098225,0.018114144,0.037179051,-0.086994635,-0.084098225,0.018114144,0.037179051
0.60,-1.50,0.60,1.50,95,0.002471658,-0.007204340,0.011045282,0.021500323,0.002471658,-0.007204340,0.011045282,0.021500323
0.60,-1.00,0.60,1.00,144,0.010817623,0.011663088,0.022246568,0.045440234,0.010817623,0.011663088,0.022246568,0.045440234
0.60,-0.50,0.60,0.50,1940,0.003568902,0.004005636,0.011314941,0.022563145,0.003568902,0.004005636,0.011314941,0.022563145
0.60,0.00,0.60,0.00,20945,0.000225586,0.000212938,0.008302548,0.016560679,0.001674569,0.001770084,0.008178230,0.016263398
0.60,0.50,0.60,0.50,1111,0.001750174,0.010874164,0.020693310,0.048898496,-0.001750174,-0.010874164,0.020693310,0.048898496
0.60,1.00,0.60,1.00,410,-0.005418575,-0.003366692,0.021678565,0.043594183,0.005418575,0.003366692,0.021678565,0.043594183
0.60,1.50,0.60,1.50,189,0.002305676,0.001731057,0.017072282,0.033827677,-0.002305676,-0.001731057,0.017072282,0.033827677
0.60,2.00,0.60,2.00,85,-0.005205486,-0.002163609,0.016149820,0.031768678,0.005205486,0.002163609,0.016149820,0.031768678
0.60,3.50,0.60,3.50,89,0.004293775,0.004083296,0.008647640,0.017089404,-0.004293775,-0.004083296,0.008647640,0.017089404
0.60,4.00,0.60,4.00,80,-0.000316161,-0.000493606,0.009899131,0.018556019,0.000316161,0.000493606,0.009899131,0.018556019
0.70,-0.50,0.70,0.50,674,0.002051895,0.002419351,0.007475945,0.014767669,0.002051895,0.002419351,0.007475945,0.014767669
0.70,0.00,0.70,0.00,2328,0.000000803,0.000036241,0.006910383,0.013818908,0.000795249,0.000762769,0.006907400,0.013847569
0.70,0.50,0.70,0.50,478,-0.000476200,0.001369443,0.016497232,0.032314541,0.000476200,-0.001369443,0.016497232,0.032314541
0.70,1.00,0.70,1.00,244,-0.000216185,-0.000350968,0.018420158,0.036862315,0.000216185,0.000350968,0.018420158,0.036862315
0.80,-0.50,0.80,0.50,139,0.003601459,0.025375947,0.014248081,0.107010211,0.003601459,0.025375947,0.014248081,0.107010211
0.80,0.00,0.80,0.00,260,0.003896488,0.021102852,0.017340933,0.062800049,-0.000037239,-0.004073521,0.016716492,0.034166931
0.80,0.50,0.80,0.50,123,0.003808027,0.010694696,0.065333313,0.149268226,-0.003808027,-0.010694696,0.065333313,0.149268226
0.80,1.00,0.80,1.00,84,-0.027989253,-0.029282310,0.034383169,0.070194017,0.027989253,0.029282310,0.034383169,0.070194017
