vf_mps,yaw_rate_radps,variant,baseline_opposing_yaw_torque_nm,extra_opposing_yaw_torque_nm,total_opposing_yaw_torque_nm,required_applied_bank_torque_nm,left_command,right_command,lr_delta_command,max_abs_command,hard_gate_min_abs_command,hard_gate_pass,command_outside_unit,contact_utilization_raw,limiter_activity_proxy
0.06,2.133333333,Round2_force_contact_surface,0.03156106666173525,0.056845444547305043,0.08840651120904029,0.01317192776447094,0.70633597486105,-0.6916714237865844,1.3980073986476345,0.70633597486105,0.6916714237865844,True,False,0.8639749632617107,0.0
0.06,2.777777778,Baseline,0.041095138892176496,0.0,0.041095138892176496,0.006122877077218002,0.43240411294322634,-0.4177395618687608,0.8501436748119872,0.43240411294322634,0.4177395618687608,False,False,1.124967400346126,0.12496740034612608
0.06,2.777777778,B_stribeck,0.041095138892176496,0.06383331817641999,0.10492845706859649,0.015633577640869638,0.8064942008431151,-0.7918296497686496,1.5983238506117647,0.8064942008431151,0.7918296497686496,True,False,1.124967400346126,0.12496740034612608
0.06,2.777777778,C_combined_slip,0.041095138892176496,0.0474331487347604,0.0885282876269369,0.013190071565849521,0.7103823112645811,-0.6957177601901156,1.4061000714546967,0.7103823112645811,0.6957177601901156,True,False,1.124967400346126,0.12496740034612608
0.06,2.777777778,Round2_force_contact_surface,0.041095138892176496,0.052365179560759305,0.0934603184529358,0.01392490832033462,0.7392860859379216,-0.724621534863456,1.4639076208013777,0.7392860859379216,0.724621534863456,True,False,1.124967400346126,0.12496740034612608
0.06,3.422222222,Baseline,0.050629211107823494,0.0,0.050629211107823494,0.007543384558039277,0.4916104608043906,-0.47694590972992507,0.9685563705343156,0.4916104608043906,0.47694590972992507,False,False,1.385959837025553,0.38595983702555303
0.06,3.422222222,B_stribeck,0.050629211107823494,0.06369296481469303,0.11432217592251652,0.01703317349067092,0.8648780189827259,-0.8502134679082604,1.7150914868909863,0.8648780189827259,0.8502134679082604,True,False,1.385959837025553,0.38595983702555303
0.06,3.422222222,C_combined_slip,0.050629211107823494,0.05480334608358669,0.10543255719141018,0.015708684896126687,0.8127811149282455,-0.7981165638537799,1.6108976787820253,0.8127811149282455,0.7981165638537799,True,False,1.385959837025553,0.38595983702555303
0.06,3.422222222,Round2_force_contact_surface,0.050629211107823494,0.03917080382172221,0.0898000149295457,0.013379549692935208,0.7211678434282869,-0.7065032923538214,1.4276711357821084,0.7211678434282869,0.7065032923538214,True,False,1.385959837025553,0.38595983702555303
0.06,4.066666667,Baseline,0.060163283338264734,0.0,0.060163283338264734,0.008963892041064788,0.5508168087574268,-0.5361522576829613,1.0869690664403882,0.5508168087574268,0.5361522576829613,False,False,1.6469522741099683,0.6469522741099683
0.06,4.066666667,B_stribeck,0.060163283338264734,0.0635218239877758,0.12368510732604053,0.01842818223408012,0.9230814097213527,-0.9084168586468871,1.83149826836824,0.9230814097213527,0.9084168586468871,True,False,1.6469522741099683,0.6469522741099683
0.06,4.066666667,C_combined_slip,0.060163283338264734,0.059821260094289085,0.11998454343255383,0.01787682510408819,0.9013945491328494,-0.8867299980583839,1.7881245471912335,0.9013945491328494,0.8867299980583839,True,False,1.6469522741099683,0.6469522741099683
0.06,4.066666667,Round2_force_contact_surface,0.060163283338264734,0.018073675118813526,0.07823695845707826,0.011656738301456332,0.65673614535191,-0.6420715942774445,1.2988077396293547,0.65673614535191,0.6420715942774445,True,False,1.6469522741099683,0.6469522741099683
0.06,4.711111111,Baseline,0.06969735555391174,0.0,0.06969735555391174,0.010384399521886063,0.6100231566185911,-0.5953586055441256,1.2053817621627165,0.6100231566185911,0.5953586055441256,False,False,1.9079447107893954,0.9079447107893954
0.06,4.711111111,B_stribeck,0.06969735555391174,0.0633265432927435,0.13302389884665522,0.019819594310348226,0.9811433305895806,-0.966478779515115,1.9476221101046955,0.9811433305895806,0.966478779515115,True,False,1.9079447107893954,0.9079447107893954
0.06,4.711111111,C_combined_slip,0.06969735555391174,0.05739839917741659,0.12709575473132834,0.0189363439140078,0.9464019131521109,-0.9317373620776452,1.878139275229756,0.9464019131521109,0.9317373620776452,True,False,1.9079447107893954,0.9079447107893954
0.06,4.711111111,Round2_force_contact_surface,0.06969735555391174,-0.009748274173434178,0.05994908138047756,0.00893197750585245,0.5528941705876047,-0.5382296195131392,1.091123790100744,0.5528941705876047,0.5382296195131392,False,False,1.9079447107893954,0.9079447107893954
0.06,5.355555556,Baseline,0.07923142778435298,0.0,0.07923142778435298,0.011804907004911573,0.6692295045716273,-0.6545649534971617,1.323794458068789,0.6692295045716273,0.6545649534971617,True,False,2.1689371478738106,1.1689371478738106
0.06,5.355555556,B_stribeck,0.07923142778435298,0.06311053347161918,0.14234196125597215,0.021207917899660998,1.0390837701537048,-1.0244192190792394,2.063502989232944,1.0390837701537048,1.0244192190792394,True,True,2.1689371478738106,1.1689371478738106
0.06,5.355555556,C_combined_slip,0.07923142778435298,0.06822938956973335,0.14746081735408634,0.021970590262125937,1.069082419485987,-1.0544178684115215,2.1235002878975084,1.069082419485987,1.0544178684115215,True,True,2.1689371478738106,1.1689371478738106
