rank,branch,source,interpretation,k1,k2,k3,peak_frac,decay0,decay_v,vf_fade,slide_nm,peak_delta_nm,peak_extra_nm,train_rmse_nm,validation_non_authoritative_rmse_nm,primary_rmse_nm,open_floor_validation_rmse_nm,latest_may4_rmse_nm,launch_extra_nm,launch_total_nm,launch_left_command,launch_right_command,launch_max_abs_command,launch_target_abs_error,selected_score,acceptable,boundary_status
297,base,iteration2_local,line_meets_x1,0.33368196248150267,0.7137934525671927,5.476000000000001,0.96,2.129223709777339,0.33932361063641525,0.14342522498710827,0.0,0.015132616565690626,0.015132616565690626,0.028876451945248734,0.032571994798348554,0.03220656038320324,0.01648647645901816,0.03650315980461734,0.05870396403822617,0.07349821403822616,0.6057738967422795,-0.6057738967422795,0.6057738967422795,0.04022610325772047,0.05136666947683354,False,
298,base,iteration1_local,line_meets_x1,1.2,14.8,2.3365641622261024,0.9585412553084367,1.3979344600086896,1.004082381331678,4.0,0.0,0.009809021730693139,0.009809021730693139,0.028776360524756895,0.03215583061436085,0.03210393906999903,0.01627105234244362,0.03613168819152471,0.060419435905538825,0.07521368590553883,0.6158272832803124,-0.6158272832803124,0.6158272832803124,0.030172716719687576,0.051415028839332216,False,
299,base,iteration2_local,line_meets_x1,0.24933583595237482,10.828564514928505,5.157660737831102,0.96,1.8704520417631896,6.0,2.9514014147923318,0.0,0.01454437251265488,0.01454437251265488,0.028910460644512793,0.03252317347385355,0.032301238824003355,0.016776136618658847,0.0369781614866,0.05888290388590926,0.07367715388590926,0.6068225594980454,-0.6068225594980454,0.6068225594980454,0.0391774405019546,0.051432634513674,False,
300,base,iteration1_local,line_meets_x1,1.2,9.984805933215398,2.3849043872544566,0.9544843242617416,1.2717060820094563,5.534276805024516,2.8401864093747102,0.0,0.01282255851226231,0.01282255851226231,0.028670999387882402,0.032542805507686255,0.03201394635412702,0.018252305203091627,0.03614658412858826,0.07185004071379449,0.08664429071379448,0.6828154342902787,-0.6828154342902787,0.6828154342902787,0.03681543429027867,0.05146357870432092,False,
301,base,iteration1_local,line_meets_x1,1.2,2.4370108185984845,2.2692924048135485,0.96,1.4259306901241953,0.0,0.04043236805612105,0.0,0.00941329746924992,0.00941329746924992,0.02864583217230668,0.032318307029088805,0.03197053827519137,0.015996925369303375,0.03605554798212021,0.06041485377606295,0.07520910377606295,0.6158004300746923,-0.6158004300746923,0.6158004300746923,0.0301995699253077,0.05148907591900864,False,
302,base,iteration2_local,line_meets_x1,0.24693619524195679,0.25,5.476000000000001,0.96,2.0896270263322774,0.0,2.461837215588446,0.0,0.015118759927107265,0.015118759927107265,0.028872621003561506,0.03257092126555052,0.0321969191182357,0.01644725511747594,0.036453714746668475,0.058619076614712676,0.07341332661471267,0.6052764207433664,-0.6052764207433664,0.6052764207433664,0.04072357925663361,0.051494135854166276,False,
303,base,iteration1_local,line_meets_x1,1.2,3.7330017833728517,2.5187940109456046,0.96,1.333662651597272,6.0,0.2852019197903246,0.0,0.011470064118988122,0.011470064118988122,0.028560662861555612,0.03287674777958756,0.031924881640369586,0.018096967594230698,0.03603593959602493,0.0714883523767366,0.0862826023767366,0.6806957885368118,-0.6806957885368118,0.6806957885368118,0.03469578853681177,0.051499577936264494,False,
304,base,iteration2_local,line_meets_x1,0.19816930067387808,0.25,4.6789103404398436,0.96,1.9050356286158567,0.0,2.763003532365154,0.0,0.013516044814088315,0.013516044814088315,0.028757068309510508,0.032844943709797896,0.032040306454924374,0.015983292184181926,0.03569307028954021,0.05906729756055905,0.07386154756055904,0.6079031839732965,-0.6079031839732965,0.6079031839732965,0.03809681602670356,0.05152324990914224,False,
305,base,iteration1_local,line_meets_x1,1.2,3.397876542294241,1.8945600655259567,0.96,0.8095978085310038,0.8218735435728377,0.24359693854684783,0.0,0.009356593943642149,0.009356593943642149,0.02893530066426202,0.032121433860180786,0.032266472103398024,0.01864069304743428,0.037507058778444825,0.06060605933281597,0.07540030933281597,0.6169209750436222,-0.6169209750436222,0.6169209750436222,0.02907902495637782,0.051526759931535396,False,
306,base,iteration2_local,line_meets_x1,0.2864154402401153,0.3580193003001441,5.476000000000001,0.96,2.1324977379180594,0.0,0.016200000000000003,0.0,0.015097630166000058,0.015097630166000058,0.02886219292414103,0.03260530133346288,0.03218495424857268,0.01638732478876858,0.0363539706249813,0.05857043586221967,0.07336468586221967,0.6049913654791965,-0.6049913654791965,0.6049913654791965,0.0410086345208035,0.05156553647134188,False,
307,base,iteration2_local,line_meets_x1,0.20698291998352553,0.3225107215316792,5.476000000000001,0.96,2.0690962346129624,0.0,2.277962235861187,0.0,0.01511112246028386,0.01511112246028386,0.028868637722607008,0.03257801121025153,0.0321922583505891,0.016416783963450116,0.03640968197979374,0.058569355422591264,0.07336360542259127,0.6049850336486243,-0.6049850336486243,0.6049850336486243,0.04101496635137569,0.051566818080308996,False,
308,base,iteration1_local,line_meets_x1,0.9543021648909258,14.8,2.9600000000000004,0.96,1.57417021234147,0.42608282051823765,2.849732846023038,0.0,0.01032592922901586,0.01032592922901586,0.028817711707780434,0.032184253536022764,0.032140171012777205,0.0162282533609488,0.03595505611056955,0.060141829552252876,0.07493607955225287,0.6142003933101672,-0.6142003933101672,0.6142003933101672,0.03179960668983284,0.05160464876573072,False,
309,base,iteration1_local,line_meets_x1,1.2,3.5854464804080926,2.9600000000000004,0.96,1.7289989293141286,2.771010676992217,0.4221087186260348,0.0,0.010297675857253347,0.010297675857253347,0.02859854838968577,0.03263791591037937,0.03190933688439355,0.01573657136779137,0.0354228324551178,0.05998284617719651,0.07477709617719651,0.6132686838761521,-0.6132686838761521,0.6132686838761521,0.03273131612384794,0.05163253949202108,False,
310,base,iteration2_local,line_meets_x1,0.20925670481806144,1.1548907692330632,5.263225278735812,0.96,1.998753402521671,0.0,3.463273450855194,0.0,0.014679982685777833,0.014679982685777833,0.02887254617343441,0.03253807968631715,0.032194949937539734,0.016435208956761312,0.036416339800939154,0.058668062954573295,0.0734623129545733,0.6055635012948382,-0.6055635012948382,0.6055635012948382,0.04043649870516186,0.05164167950683596,False,
311,base,iteration1_local,line_meets_x1,1.2,3.2868925981312818,2.446088610403386,0.9370651308343344,1.340267203922516,0.8038577083882972,0.35441307808413575,0.0,0.014305798429857205,0.014305798429857205,0.028638676360083576,0.03251796588661422,0.03194240112845172,0.01575650620845719,0.03565043371119447,0.058620723780556425,0.07341497378055642,0.6052860738278822,-0.6052860738278822,0.6052860738278822,0.040713926172117776,0.05166425868818442,False,
312,base,iteration2_local,line_meets_x1,0.3250525002152035,0.40631562526900433,5.476000000000001,0.96,2.155805330606207,0.0,0.3085401259685789,0.0,0.01507790385055093,0.01507790385055093,0.02886183805262839,0.03260795423680531,0.03218489571339512,0.016380241454593044,0.03634823742926471,0.05850813519867227,0.07330238519867227,0.6046262573919394,-0.6046262573919394,0.6046262573919394,0.04137374260806059,0.05166632177936807,False,
313,base,iteration2_local,line_meets_x1,0.3604613875265094,0.5007837804846387,5.082748100435984,0.96,1.948919001691929,0.0,0.3171941129547765,0.0,0.014311884721925308,0.014311884721925308,0.02890499053534045,0.032456896261399346,0.032226802520941025,0.016670621265685606,0.036808077194215194,0.05874846628639495,0.07354271628639494,0.6060346986307729,-0.6060346986307729,0.6060346986307729,0.03996530136922716,0.05174037351668459,False,
314,base,iteration1_local,line_meets_x1,1.2,14.8,2.7020670541530754,0.96,1.5973314952181534,6.0,0.036000000000000004,0.0,0.009900154573366632,0.009900154573366632,0.028690643310756443,0.03232629811094993,0.032024552097057894,0.015920546333519765,0.03564797758485625,0.060095277142134015,0.07488952714213401,0.6139275766105059,-0.6139275766105059,0.6139275766105059,0.03207242338949412,0.05175867187144666,False,
