candidate_id,split,stage,log_parameter,measurement_dimension,count,segment_count,rms_nis,sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,accepted_count,rejected_count,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2242,5,0.0549891593856,0.17616062897,1.73205080757,1.73205080757,1.67706164818,true,2242,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=-0.18,-0.18;mag=0.18;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2234,5,0.0449469919087,0.170705336939,1.73205080757,1.73205080757,1.68710381566,true,2234,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.18,"pair=0.18,0.18;mag=0.18;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2237,5,0.0596170104026,0.181296793089,1.73205080757,1.73205080757,1.67243379717,true,2237,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2236,5,0.0560874961945,0.181093875581,1.73205080757,1.73205080757,1.67596331137,true,2236,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.19,"pair=0.19,0.19;mag=0.19;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,54953,65,0.180291329219,0.239414495572,1.73205080757,1.73205080757,1.55175947835,true,54953,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,54750,65,0.209102299867,0.253563938467,1.73205080757,1.73205080757,1.5229485077,true,54750,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.2,"pair=0.2,0.2;mag=0.2;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2240,5,0.0731642102262,0.187617558822,1.73205080757,1.73205080757,1.65888659734,true,2240,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2239,5,0.0649051433615,0.18692163583,1.73205080757,1.73205080757,1.66714566421,true,2239,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21,"pair=0.21,0.21;mag=0.21;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,667,1,0.771562399651,0.544594192809,1.73205080757,1.73205080757,0.960488407918,true,667,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.21317,"pair=0,0;mag=0.21317;linear=0.0187406539917;yaw=0.000217141350731"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2240,5,0.111072395265,0.226630856488,1.73205080757,1.73205080757,1.6209784123,true,2240,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2242,5,0.138707888124,0.240188462072,1.73205080757,1.73205080757,1.59334291944,true,2242,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.22,"pair=0.22,0.22;mag=0.22;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,721,1,1.55879380333,0.657319623984,1.73205080757,1.73205080757,0.173257004241,false,720,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.221973,"pair=0,0;mag=0.221973;linear=0.0180832743645;yaw=-0.0125523842871"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,58930,65,0.436101529816,0.347448373272,1.73205080757,1.73205080757,1.29594927775,true,58930,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=-0.23,-0.23;mag=0.23;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,59007,65,0.500439015264,0.361350986605,1.73205080757,1.73205080757,1.2316117923,true,59007,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.23,"pair=0.23,0.23;mag=0.23;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2240,5,0.0362807042641,0.16184948436,1.73205080757,1.73205080757,1.6957701033,true,2240,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=-0.24,-0.24;mag=0.24;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2236,5,0.0344162487873,0.158957523535,1.73205080757,1.73205080757,1.69763455878,true,2236,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.24,"pair=0.24,0.24;mag=0.24;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,114938,98,0.63231979008,0.47455139299,1.73205080757,1.73205080757,1.09973101749,true,114938,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=-0.25,-0.25;mag=0.25;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,180168,99,0.530580787253,0.424957131777,1.73205080757,1.73205080757,1.20147002032,true,180168,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.25,"pair=0.25,0.25;mag=0.25;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,61501,60,0.734049566531,0.465793086906,1.73205080757,1.73205080757,0.998001241038,true,61501,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,"pair=-0.26,-0.26;mag=0.26;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,61033,60,0.727767942389,0.456867320177,1.73205080757,1.73205080757,1.00428286518,true,61033,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.26,"pair=0.26,0.26;mag=0.26;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,66157,60,0.879706633974,0.518139234146,1.73205080757,1.73205080757,0.852344173594,true,66157,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.29,"pair=-0.29,-0.29;mag=0.29;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,65551,60,1.03391315684,0.551889143607,1.73205080757,1.73205080757,0.698137650726,true,65551,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.29,"pair=0.29,0.29;mag=0.29;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,67973,81,1.07021866212,0.604621991112,1.73205080757,1.73205080757,0.661832145445,true,67970,3,observed_drive_command_magnitude,observed_drive_command_magnitude,0.3,"pair=-0.3,-0.3;mag=0.3;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,87043,83,0.97114165466,0.576728618331,1.73205080757,1.73205080757,0.760909152909,true,87043,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.3,"pair=0.3,0.3;mag=0.3;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,27478,10,0.649016059038,0.371806007822,1.73205080757,1.73205080757,1.08303474853,true,27478,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.32,"pair=-0.32,-0.32;mag=0.32;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,26921,10,0.474011597066,0.345382520739,1.73205080757,1.73205080757,1.2580392105,true,26921,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.32,"pair=0.32,0.32;mag=0.32;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,101501,90,1.06799742934,0.590801734475,1.73205080757,1.73205080757,0.664053378225,true,101499,2,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=-0.35,-0.35;mag=0.35;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,101009,90,1.12290907345,0.605810946675,1.73205080757,1.73205080757,0.609141734118,true,101007,2,observed_drive_command_magnitude,observed_drive_command_magnitude,0.35,"pair=0.35,0.35;mag=0.35;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,7431,10,1.39473363507,0.760863506431,1.73205080757,1.73205080757,0.337317172496,false,7431,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.4,"pair=-0.4,-0.4;mag=0.4;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,7428,10,1.89077340295,0.854443047774,1.73205080757,1.89077340295,0,false,7427,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.4,"pair=0.4,0.4;mag=0.4;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,2973,4,1.7075283985,0.836544490357,1.73205080757,1.73205080757,0.0245224090662,false,2972,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.45,"pair=-0.45,-0.45;mag=0.45;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,right_accel_nis,1,3720,5,2.03264988662,0.904809141919,1.73205080757,2.03264988662,0,false,3719,1,observed_drive_command_magnitude,observed_drive_command_magnitude,0.45,"pair=0.45,0.45;mag=0.45;linear=0;yaw=0"
baseline/current_holdover,all,SEC_20_LAUNCH,yaw_rate_nis,1,3624,7,22.8630185358,2.5179425912,1.73205080757,22.8630185358,0,false,3624,0,observed_drive_command_magnitude,observed_drive_command_magnitude,0.17,"pair=-0.17,-0.17;mag=0.17;linear=0;yaw=0"
