stage,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,finite_count,nonfinite_count,rms_nis,sqrt_mean_nis,accepted_count,rejected_count,rejected_rate,accepted_only_rms_nis,physical_residual_rms,segment_count
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.35,"pair=-0.36,0.36;linear=0;yaw=0.36",12500,12500,0,12.5724149462,1.4554111285,12477,23,0.00184,3.42016849434,1.33226801161,10
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.4,"pair=-0.4,0.4;linear=0;yaw=0.4",12500,12500,0,18.4662640361,1.68961887247,12460,40,0.0032,4.68609348582,1.62461286425,10
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.45,"pair=-0.46,0.46;linear=0;yaw=0.46",12500,12500,0,25.2854620718,2.2288542104,12219,281,0.02248,12.2456433353,2.26472358851,10
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.5,"pair=-0.5,0.5;linear=0;yaw=0.5",42500,42500,0,29.1730495367,2.40677680304,41853,647,0.0152235294118,18.4977235253,2.13067826469,16
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.55,"pair=-0.56,0.56;linear=0;yaw=0.56",36250,36250,0,21.9566735051,2.4406392613,35564,686,0.018924137931,16.1431844635,2.05294896621,11
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.6,"pair=-0.6,0.6;linear=0;yaw=0.6",30000,30000,0,34.5351590551,3.45111562205,29212,788,0.0262666666667,31.6923128218,2.59406013924,6
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.65,"pair=-0.64,0.64;linear=0;yaw=0.64",30000,30000,0,35.6356182273,3.78643214344,28623,1377,0.0459,32.6461384412,3.03395390662,6
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.7,"pair=-0.7,0.7;linear=0;yaw=0.7",30000,30000,0,125.761567608,6.50714483626,28776,1224,0.0408,126.822883315,4.79407765745,6
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.75,"pair=-0.76,0.76;linear=0;yaw=0.76",30000,30000,0,314.990557079,9.98808433363,25891,4109,0.136966666667,323.500709288,9.52437253543,6
yaw_launch,drive_command_bin,logged_drive_command_bin,-0.8,"pair=-0.8,0.8;linear=0;yaw=0.8",30000,30000,0,586.86406255,15.2567839983,24488,5512,0.183733333333,633.667880104,15.2324621187,6
yaw_launch,drive_command_bin,logged_drive_command_bin,0.3,"pair=0.3,-0.3;linear=0;yaw=-0.3",12500,12500,0,4.26070989227,1.19379139886,12494,6,0.00048,2.73388098572,0.9824733092,10
yaw_launch,drive_command_bin,logged_drive_command_bin,0.35,"pair=0.36,-0.36;linear=0;yaw=-0.36",12500,12500,0,12.1845222075,1.50496358279,12471,29,0.00232,3.69057276523,1.40501434722,10
yaw_launch,drive_command_bin,logged_drive_command_bin,0.4,"pair=0.4,-0.4;linear=0;yaw=-0.4",12500,12500,0,11.5115946468,1.8499112393,12262,238,0.01904,5.86901064665,1.81173083192,10
yaw_launch,drive_command_bin,logged_drive_command_bin,0.45,"pair=0.46,-0.46;linear=0;yaw=-0.46",12500,12500,0,37.251273313,2.80365477759,11875,625,0.05,10.8146610009,3.13392594037,10
yaw_launch,drive_command_bin,logged_drive_command_bin,0.5,"pair=0.5,-0.5;linear=0;yaw=-0.5",42500,42500,0,26.399362261,2.52377801653,41602,898,0.0211294117647,15.1412143454,2.33534479361,16
yaw_launch,drive_command_bin,logged_drive_command_bin,0.55,"pair=0.56,-0.56;linear=0;yaw=-0.56",36250,36250,0,32.8438386403,3.18548250293,34869,1381,0.0380965517241,23.556534339,2.84663100215,11
yaw_launch,drive_command_bin,logged_drive_command_bin,0.6,"pair=0.6,-0.6;linear=0;yaw=-0.6",30000,30000,0,30.3284981141,3.36558613676,29255,745,0.0248333333333,24.2367845128,2.8571713491,6
yaw_launch,drive_command_bin,logged_drive_command_bin,0.65,"pair=0.64,-0.64;linear=0;yaw=-0.64",30000,30000,0,40.7208142627,3.75373103155,29249,751,0.0250333333333,38.8299924918,2.72376977442,6
yaw_launch,drive_command_bin,logged_drive_command_bin,0.7,"pair=0.7,-0.7;linear=0;yaw=-0.7",30000,30000,0,131.282080186,6.65887996087,28101,1899,0.0633,134.099912583,5.03920497206,6
yaw_launch,drive_command_bin,logged_drive_command_bin,0.75,"pair=0.76,-0.76;linear=0;yaw=-0.76",30000,30000,0,189.046847858,9.20607763624,25541,4459,0.148633333333,161.111661257,9.11782502923,6
yaw_launch,drive_command_bin,logged_drive_command_bin,0.8,"pair=0.8,-0.8;linear=0;yaw=-0.8",30000,30000,0,600.490950872,15.5490519195,24437,5563,0.185433333333,646.864641187,15.6738470997,6
