candidate_id,model,policy,step_index,source_row_index,dt_s,left_wheel_rate_radps,right_wheel_rate_radps,trace,frobenius,q_diag_px_m,q_diag_py_m,q_diag_heading_rad,q_diag_vf_mps,q_diag_vr_mps,q_diag_yaw_rate_radps,q_diag_delta_af_mps2,q_diag_delta_ar_mps2,q_diag_delta_yaw_accel_radps2
slip_envelope,algebraic_envelope,testbed_independent,2,2,0.001,0.0,0.0,6.813022023943872e-10,6.803646521826012e-10,0.0,2.3460374006775874e-19,1.7013185875016436e-16,9.3819684660644e-13,1.9508754594663203e-56,6.803638351813182e-10,0.0,0.0,0.0
slip_envelope,algebraic_envelope,production_correlated,2,2,0.001,0.0,0.0,1.414909022592506e-06,1.3769896678915935e-06,0.0,9.808830036637235e-15,3.513254094239153e-13,3.8456454265549424e-08,2.0968887481619216e-49,1.3764522071927172e-06,0.0,0.0,0.0
slip_envelope,algebraic_envelope,testbed_independent,10,10,0.001,0.0,0.0,6.813022023943872e-10,6.803646521826012e-10,0.0,2.3460374006775874e-19,1.7013185875016436e-16,9.3819684660644e-13,1.9508754594663203e-56,6.803638351813182e-10,0.0,0.0,0.0
slip_envelope,algebraic_envelope,production_correlated,10,10,0.001,0.0,0.0,1.414909022592506e-06,1.3769896678915935e-06,0.0,9.808830036637235e-15,3.513254094239153e-13,3.8456454265549424e-08,2.0968887481619216e-49,1.3764522071927172e-06,0.0,0.0,0.0
slip_envelope,algebraic_envelope,testbed_independent,100,100,0.001,0.0,0.0,6.813022023943872e-10,6.803646521826012e-10,0.0,2.3460374006775874e-19,1.7013185875016436e-16,9.3819684660644e-13,1.9508754594663203e-56,6.803638351813182e-10,0.0,0.0,0.0
slip_envelope,algebraic_envelope,production_correlated,100,100,0.001,0.0,0.0,1.414909022592506e-06,1.3769896678915935e-06,0.0,9.808830036637235e-15,3.513254094239153e-13,3.8456454265549424e-08,2.0968887481619216e-49,1.3764522071927172e-06,0.0,0.0,0.0
slip_envelope,algebraic_envelope,testbed_independent,1000,1000,0.001,0.0,0.0,6.813022023943872e-10,6.803646521826012e-10,0.0,2.3460374006775874e-19,1.7013185875016436e-16,9.3819684660644e-13,1.9508754594663203e-56,6.803638351813182e-10,0.0,0.0,0.0
slip_envelope,algebraic_envelope,production_correlated,1000,1000,0.001,0.0,0.0,1.414909022592506e-06,1.3769896678915935e-06,0.0,9.808830036637235e-15,3.513254094239153e-13,3.8456454265549424e-08,2.0968887481619216e-49,1.3764522071927172e-06,0.0,0.0,0.0
slip_envelope,algebraic_envelope,testbed_independent,30522,30522,0.001,0.0,0.0,6.813022023943872e-10,6.803646521826012e-10,0.0,2.3460374006775874e-19,1.7013185875016436e-16,9.3819684660644e-13,1.9508754594663203e-56,6.803638351813182e-10,0.0,0.0,0.0
slip_envelope,algebraic_envelope,production_correlated,30522,30522,0.001,0.0,0.0,1.414909022592506e-06,1.3769896678915935e-06,0.0,9.808830036637235e-15,3.513254094239153e-13,3.8456454265549424e-08,2.0968887481619216e-49,1.3764522071927172e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,0,0,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,0,0,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,1,1,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,1,1,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,2,2,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,2,2,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,10,10,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,10,10,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,100,100,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,100,100,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,1000,1000,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,1000,1000,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
in_shear,in_shear,testbed_independent,30522,30522,0.001,0.0,0.0,4.771747725177392e-09,4.765181144432582e-09,0.0,1.6437886338360888e-18,1.1920560839573777e-15,6.571109833985816e-12,4.1980922027761146e-54,4.7651754216435336e-09,0.0,0.0,0.0
in_shear,in_shear,production_correlated,30522,30522,0.001,0.0,0.0,9.576224581582465e-06,9.319228183178846e-06,0.0,6.87269589260083e-14,2.4616113127614484e-12,2.6064188468475773e-07,1.8471872671163148e-48,9.315580166559435e-06,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,0,0,0.001,0.0,0.0,5.346365961308432e-09,5.339008629984198e-09,0.0,1.8418007175804785e-18,1.335652106137998e-15,7.36240580613848e-12,8.355027378949522e-55,5.339002218008387e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,0,0,0.001,0.0,0.0,1.0694488389571328e-05,1.0407490595806979e-05,0.0,7.699050196828915e-14,2.7575887771254602e-12,2.9106870823544525e-07,8.311776876559735e-46,1.0403416846756604e-05,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,1,1,0.001,0.0,0.0,6.9735626283976105e-09,6.963966051558969e-09,0.0,2.402362969224884e-18,1.7421652239164914e-15,9.603195768020408e-12,9.281637332367843e-33,6.963957688062003e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,1,1,0.001,0.0,0.0,1.0824772709041778e-05,1.0534278622491987e-05,0.0,7.792822615011188e-14,2.7911754873523738e-12,2.946145937660512e-07,1.647385656603487e-27,1.0530155246172013e-05,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,2,2,0.001,0.0,0.0,5.992990550852973e-09,5.984743375431269e-09,3.1879084073531657e-38,2.0645602876691046e-18,1.497194780504567e-15,8.252863644974257e-12,2.666975872678843e-32,5.984736187948657e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,2,2,0.001,0.0,0.0,1.0820705822576077e-05,1.053032087446916e-05,1.2028456331407861e-33,7.789895470806861e-14,2.7901270645386798e-12,2.9450390726181665e-07,3.7677977491459727e-28,1.0526199047288242e-05,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,10,10,0.001,0.0,0.0,7.921001462447452e-09,7.910101080046306e-09,4.1398637888800526e-36,2.728751861946032e-18,1.978858616554452e-15,1.0907900588379978e-11,1.459213596078779e-32,7.910091580271703e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,10,10,0.001,0.0,0.0,1.083107768690009e-05,1.0540414400791669e-05,1.1829588230086095e-31,7.7973606270841e-14,2.7928008789119404e-12,2.947861933155903e-07,2.6956080340690395e-27,1.0536288622810014e-05,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,100,100,0.001,0.0,0.0,7.075862828947861e-09,7.066125476251371e-09,4.784503445472697e-33,2.437601226276431e-18,1.7677202789395787e-15,9.744068719249693e-12,4.926482514960945e-31,7.066116990070731e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,100,100,0.001,0.0,0.0,1.0825355319731929e-05,1.0534845597945854e-05,1.5296510589236094e-28,7.793241951859118e-14,2.7913256824876368e-12,2.9463045078406063e-07,2.1455990877816202e-26,1.0530721999689767e-05,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,1000,1000,0.001,0.0,0.0,6.573464735634162e-09,6.5644189584389335e-09,5.456590016178613e-30,2.264488023199027e-18,1.6422217084887535e-15,9.052016082900691e-12,2.0100519406728922e-29,6.564411075065065e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,1000,1000,0.001,0.0,0.0,1.082275530265071e-05,1.053231534310623e-05,1.8774361169325867e-25,7.791370780120501e-14,2.790655490443671e-12,2.945596991804431e-07,6.193357237359956e-25,1.0528192734901069e-05,0.0,0.0,0.0
shear_rate,shear_rate,testbed_independent,30522,30522,0.001,0.0,0.0,8.425464822404247e-09,8.413932924842069e-09,2.7805748713061527e-24,2.886072663042025e-18,2.1043302924968792e-15,1.153980817524516e-11,6.3798388488322144e-27,8.413922907012634e-09,0.0,0.0,0.0
shear_rate,shear_rate,production_correlated,30522,30522,0.001,0.0,0.0,1.0831937019691754e-05,1.0541247880559414e-05,7.512964038428891e-20,7.798013408479824e-14,2.7930399293038534e-12,2.9481245493458025e-07,1.6285674926501153e-22,1.0537121693737035e-05,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,0,0,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,0,0,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,1,1,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,1,1,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,2,2,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,2,2,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,10,10,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,10,10,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,100,100,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,100,100,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,1000,1000,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,1000,1000,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
skew_shear,skew_shear,testbed_independent,30522,30522,0.001,0.0,0.0,4.541437944503181e-09,4.5351883266263965e-09,0.0,1.5644209208378535e-18,1.1344995567969868e-15,6.253928333711494e-12,6.3711629076237844e-55,4.535182880105492e-09,0.0,0.0,0.0
skew_shear,skew_shear,production_correlated,30522,30522,0.001,0.0,0.0,9.123164879284978e-06,8.87840977899609e-06,0.0,6.536503431682739e-14,2.341196387091295e-12,2.48225705946862e-07,5.8678810624264955e-46,8.874936766776695e-06,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,0,0,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,0,0,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,1,1,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,1,1,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,2,2,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,2,2,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,10,10,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,10,10,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,100,100,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,100,100,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,1000,1000,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,1000,1000,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
baseline,current_holdover_approximation,testbed_independent,30522,30522,0.001,0.0,0.0,3.9154794025145777e-10,3.9100912646274686e-10,0.0,1.3479635285766967e-19,9.775272149452842e-17,5.391854114667355e-13,2.7945168998791125e-56,3.9100865695247317e-10,0.0,0.0,0.0
baseline,current_holdover_approximation,production_correlated,30522,30522,0.001,0.0,0.0,8.294738751615347e-07,8.072483772968729e-07,0.0,5.635057606595049e-15,2.0183231979448888e-13,2.2540241584426998e-08,8.454733926139038e-49,8.069334261097303e-07,0.0,0.0,0.0
