run_id,family,path,size_bytes,schema_kind,field_count,input_rows_scanned,expanded_input_rows,expanded_extracted_samples,validation_extracted_samples,extracted_samples,existing_status,existing_cutoff_reason,missing_core_fields,missing_trust_fields,timestamp_field,gyro_raw_field,left_velocity_field,right_velocity_field,cmd_angular_present,left_right_command_present,finite_sensor_rows,stationary_bias_rows_sensor_only,bias_estimation_feasible,moving_yaw_sensor_rows_abs_vf_gt_0p02_abs_gyro_gt_0p2,nonzero_feature_sensor_rows_abs_vf_ge_0p05_abs_gyro_ge_0p25,cmd_angular_zero_fraction_moving_yaw,diff_drive_command_zero_fraction_moving_yaw,command_missing_moving_yaw_rows,saturation_flags_present,saturation_nonzero_rows,saturation_nonzero_fraction_all,saturation_nonzero_fraction_moving_yaw,watchdog_flags_present,watchdog_nonzero_rows,clipping_flags_present,clipping_nonzero_rows,imu_status_bad_fraction,gyro_derivative_pairs,gyro_derivative_rms_radps2,gyro_derivative_abs_max_radps2,gyro_derivative_abs_ge_500_radps2_fraction,fan_source,fan_duty_min,fan_duty_max,load_assumption,phase_fields_present,phase_cardinality,phase_procedure_contamination_risk,bad_tail_detectable,final_quiescent_tail_rows,final_quiescent_tail_seconds,recommendation,recommendation_reasons,overall_extracted_share,family_extracted_share
aux000,competition_aux,TestResults\Competition Testing Data\aux000.csv,6557240,legacy_competition_sample,66,16388,16388,11677,3047,3047,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,16388,1426,yes,4416,3133,0.057292,0.049366,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,16387,61.948466,1490.084279,0.002746,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:26;right_wall:2;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.007097,0.067063
aux001,competition_aux,TestResults\Competition Testing Data\aux001.csv,16118049,legacy_competition_sample,66,40173,40173,23837,3632,3632,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,40173,3723,yes,5827,3727,0.060237,0.079973,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,40171,48.814510,3355.344522,0.001469,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:62;right_wall:2;stationary:2,high_path_dependence,yes,4,0.008195,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.008460,0.079938
aux002,competition_aux,TestResults\Competition Testing Data\aux002.csv,21409911,legacy_competition_sample,66,53366,53366,35649,5487,5487,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,53366,5849,yes,8947,5779,0.092433,0.088968,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,53362,58.925395,3200.489455,0.002061,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:62;right_wall:2;stationary:2,high_path_dependence,yes,158,0.214769,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.012780,0.120766
aux003,competition_aux,TestResults\Competition Testing Data\aux003.csv,15111091,legacy_competition_sample,66,37677,37677,27724,6607,6607,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,37677,3990,yes,10093,6794,0.046666,0.046666,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,37674,70.392557,2129.097953,0.002681,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:41;right_wall:2;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.015389,0.145417
aux004,competition_aux,TestResults\Competition Testing Data\aux004.csv,17156639,legacy_competition_sample,66,42804,42804,31441,6552,6552,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,42804,5255,yes,9797,6754,0.102787,0.099826,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,42801,59.210707,1482.829322,0.001238,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:43;right_wall:2;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.015261,0.144206
aux005,competition_aux,TestResults\Competition Testing Data\aux005.csv,10893263,legacy_competition_sample,66,27221,27221,15695,2572,2572,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,27221,2102,yes,3851,2672,0.096079,0.074786,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,27217,41.815546,1267.612227,0.000845,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:37;right_wall:2;stationary:2,high_path_dependence,yes,17,0.035526,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.005991,0.056608
aux006,competition_aux,TestResults\Competition Testing Data\aux006.csv,10860306,legacy_competition_sample,66,27170,27170,14382,1669,1669,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,27170,1148,yes,2920,1690,0.046233,0.053767,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,27168,46.414089,2263.059211,0.001178,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:22;right_wall:2;stationary:2,high_path_dependence,yes,1,0.001366,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.003887,0.036734
aux007,competition_aux,TestResults\Competition Testing Data\aux007.csv,8063048,legacy_competition_sample,66,20158,20158,13535,2362,2362,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,20158,2002,yes,3661,2494,0.149413,0.078394,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,20156,46.560870,1254.927131,0.000893,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:29;right_wall:2;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.005502,0.051986
aux008,competition_aux,TestResults\Competition Testing Data\aux008.csv,13932668,legacy_competition_sample,66,34927,34927,23068,4834,4834,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,34927,1613,yes,6766,4858,0.104493,0.051729,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,34925,47.869261,1188.831150,0.000830,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:27;right_wall:2;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.011260,0.106394
aux009,competition_aux,TestResults\Competition Testing Data\aux009.csv,14703779,legacy_competition_sample,66,36735,36735,26147,4484,4484,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,36735,1776,yes,7099,4504,0.039724,0.031695,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,36733,66.114459,1119.697894,0.004192,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:31;right_wall:2;stationary:2,high_path_dependence,yes,6,0.008216,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.010444,0.098690
aux010,competition_aux,TestResults\Competition Testing Data\aux010.csv,12198161,legacy_competition_sample,66,30492,30492,22149,3806,3806,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,30492,1358,yes,6623,3825,0.016760,0.041673,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,30490,71.584409,3092.449927,0.004657,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:2;left_wall:2;phase_id:26;right_wall:2;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.008865,0.083768
aux011,competition_aux,TestResults\Competition Testing Data\aux011.csv,692216,legacy_competition_sample,66,1675,1675,1219,71,71,included with zero fallback gyro bias: no independent stationary rows,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,1675,0,no,124,72,0.000000,0.000000,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,1674,20.745053,155.869469,0.000000,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:1;left_wall:1;phase_id:1;right_wall:1;stationary:1,high_path_dependence,yes,1,0.002278,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.000165,0.001563
aux012,competition_aux,TestResults\Competition Testing Data\aux012.csv,5206432,legacy_competition_sample,66,13035,13035,9631,312,312,included,kept through final sensor-active row,,saturation;watchdog;clipping;measurement;fan_duty,t_us,gyro_raw_radps,left_velocity_mps,right_velocity_mps,yes,yes,13035,698,yes,1055,309,0.121327,0.121327,0,no,0,0.000000,0.000000,no,0,no,0,1.000000,13034,31.932022,779.770200,0.000307,metadata,0.800000,0.800000,constant metadata fan duty 0.800,phase_id;stationary;front_wall;left_wall;right_wall,front_wall:1;left_wall:1;phase_id:13;right_wall:1;stationary:2,high_path_dependence,yes,0,0.000000,validation_only_downweighted,legacy schema; path/procedure-dependent aux audit runs,0.000727,0.006867
fwc000,competition_fwc,TestResults\Competition Testing Data\fwc000.csv,4139,front_wall_characterization,0,0,,,0,0,excluded: front-wall characterization CSV lacks yaw/encoder time series,,time;dt;gyro_raw;gyro_corrected;left_velocity;right_velocity;cmd_linear;cmd_angular;left_command;right_command,saturation;watchdog;clipping;measurement;imu_status;fan_duty,,,,,no,no,0,0,no,0,0,0.000000,0.000000,0,no,0,0.000000,0.000000,no,0,no,0,0.000000,0,0.000000,0.000000,0.000000,absent,,,fan/load unobservable in this CSV,,,medium_partial_phase_schema,no,0,0.000000,exclude,not a yaw/encoder time series,0.000000,0.000000
fwc001,competition_fwc,TestResults\Competition Testing Data\fwc001.csv,8722,front_wall_characterization,0,0,,,0,0,excluded: front-wall characterization CSV lacks yaw/encoder time series,,time;dt;gyro_raw;gyro_corrected;left_velocity;right_velocity;cmd_linear;cmd_angular;left_command;right_command,saturation;watchdog;clipping;measurement;imu_status;fan_duty,,,,,no,no,0,0,no,0,0,0.000000,0.000000,0,no,0,0.000000,0.000000,no,0,no,0,0.000000,0,0.000000,0.000000,0.000000,absent,,,fan/load unobservable in this CSV,,,medium_partial_phase_schema,no,0,0.000000,exclude,not a yaw/encoder time series,0.000000,0.000000
fwc002,competition_fwc,TestResults\Competition Testing Data\fwc002.csv,8722,front_wall_characterization,0,0,,,0,0,excluded: front-wall characterization CSV lacks yaw/encoder time series,,time;dt;gyro_raw;gyro_corrected;left_velocity;right_velocity;cmd_linear;cmd_angular;left_command;right_command,saturation;watchdog;clipping;measurement;imu_status;fan_duty,,,,,no,no,0,0,no,0,0,0.000000,0.000000,0,no,0,0.000000,0.000000,no,0,no,0,0.000000,0,0.000000,0.000000,0.000000,absent,,,fan/load unobservable in this CSV,,,medium_partial_phase_schema,no,0,0.000000,exclude,not a yaw/encoder time series,0.000000,0.000000
fwc003,competition_fwc,TestResults\Competition Testing Data\fwc003.csv,8722,front_wall_characterization,0,0,,,0,0,excluded: front-wall characterization CSV lacks yaw/encoder time series,,time;dt;gyro_raw;gyro_corrected;left_velocity;right_velocity;cmd_linear;cmd_angular;left_command;right_command,saturation;watchdog;clipping;measurement;imu_status;fan_duty,,,,,no,no,0,0,no,0,0,0.000000,0.000000,0,no,0,0.000000,0.000000,no,0,no,0,0.000000,0,0.000000,0.000000,0.000000,absent,,,fan/load unobservable in this CSV,,,medium_partial_phase_schema,no,0,0.000000,exclude,not a yaw/encoder time series,0.000000,0.000000
