"parameter_value","launch_command_signature","log_parameter","count","rms_nis","sqrt_mean_nis","rejected_rate","accepted_only_rms_nis","physical_residual_rms"
"-0.55","pair=-0.56,0.56;linear=0;yaw=0.56","right_accel_nis","10250","6.4263454487624045","1.9743555800755876","0.008487804878048781","4.281616919602512","2.6020644459900004"
"-0.55","pair=-0.56,0.56;linear=0;yaw=0.56","yaw_rate_nis","10250","9.027467303259238","2.0525586462659176","0","9.027467303259238","0.148218360756"
"-0.55","pair=0,0;linear=0;yaw=0","forward_accel_nis","1316","0.5374750411198158","0.4262030794460914","0","0.5374750411198158","0.867734414369"
"-0.55","pair=0,0;linear=0;yaw=0","right_accel_nis","1316","3.5881656515034503","0.6978498332236264","0.0060790273556231","0.8968956897346123","0.909885644968"
"-0.55","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1316","2.3001618852206653","0.977396625197943","0","2.3001618852206653","0.0499448646997"
"-0.6","pair=-0.6,0.6;linear=0;yaw=0.6","forward_accel_nis","9000","18.88604831756324","2.88439680403219","0.012","9.075095509981956","4.87349236987"
"-0.6","pair=-0.6,0.6;linear=0;yaw=0.6","right_accel_nis","9000","10.213695195542329","2.254610045151933","0.01611111111111111","5.36816703481934","2.98690725464"
"-0.6","pair=-0.6,0.6;linear=0;yaw=0.6","yaw_rate_nis","9000","10.784591703701887","2.1928006541077907","0","10.784591703701887","0.153936114301"
"-0.6","pair=0,0;linear=0;yaw=0","forward_accel_nis","1273","5.404251358357121","0.5779804285998462","0.0007855459544383347","0.5913273547759221","0.983741331122"
"-0.6","pair=0,0;linear=0;yaw=0","right_accel_nis","1273","6.140152160285058","0.8185165280160851","0.006284367635506678","1.290494567715939","1.08324763986"
"-0.6","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1273","2.1877788996143557","0.9409445362123149","0","2.1877788996143557","0.0509346755541"
"-0.65","pair=-0.64,0.64;linear=0;yaw=0.64","forward_accel_nis","9000","16.188541995154747","2.627741798843427","0.027555555555555555","8.066344701609165","5.2783617621"
"-0.65","pair=-0.64,0.64;linear=0;yaw=0.64","right_accel_nis","9000","14.174731280972411","2.454007515251555","0.031","6.248685880101899","3.31557770127"
"-0.65","pair=-0.64,0.64;linear=0;yaw=0.64","yaw_rate_nis","9000","13.16253505070779","2.349988984423355","0","13.16253505070779","0.15039252248"
"-0.65","pair=0,0;linear=0;yaw=0","forward_accel_nis","1433","13.83692405741071","1.2084338822488065","0.00837404047452896","1.1301319554773204","1.84184960537"
"-0.65","pair=0,0;linear=0;yaw=0","right_accel_nis","1433","13.990577577742371","1.377939873563797","0.01465457083042568","2.160128887848492","1.89132364849"
"-0.65","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1433","16.150128471097","1.3904631222486865","0","16.150128471097","0.081329023024"
