candidate_id,trial_id,is_nominal,parameter_json
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_009,false,"{""lateral_load_sensitivity"": 0.06304347826086959, ""lateral_slip_gain_n_per_mps"": 10.492629382668657, ""longitudinal_load_sensitivity"": 0.028260869565217395, ""longitudinal_slip_gain_n_per_mps"": 10.492629382668657, ""low_speed_blend_mps"": 0.08260869565217392, ""peak_friction_coefficient_at_80pct_fan"": 1.6869565217391305, ""yaw_coupling_gain"": -0.10652173913043478}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_010,false,"{""lateral_load_sensitivity"": 0.10217391304347828, ""lateral_slip_gain_n_per_mps"": 11.836883570587483, ""longitudinal_load_sensitivity"": 0.06304347826086959, ""longitudinal_slip_gain_n_per_mps"": 11.836883570587483, ""low_speed_blend_mps"": 0.09043478260869567, ""peak_friction_coefficient_at_80pct_fan"": 1.7478260869565219, ""yaw_coupling_gain"": -0.07608695652173914}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_011,false,"{""lateral_load_sensitivity"": 0.14130434782608697, ""lateral_slip_gain_n_per_mps"": 13.353355727504823, ""longitudinal_load_sensitivity"": 0.09782608695652173, ""longitudinal_slip_gain_n_per_mps"": 13.353355727504823, ""low_speed_blend_mps"": 0.0982608695652174, ""peak_friction_coefficient_at_80pct_fan"": 1.808695652173913, ""yaw_coupling_gain"": -0.04565217391304349}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_012,false,"{""lateral_load_sensitivity"": 0.18043478260869567, ""lateral_slip_gain_n_per_mps"": 15.064109410382256, ""longitudinal_load_sensitivity"": 0.13260869565217392, ""longitudinal_slip_gain_n_per_mps"": 15.064109410382256, ""low_speed_blend_mps"": 0.10608695652173915, ""peak_friction_coefficient_at_80pct_fan"": 1.8695652173913044, ""yaw_coupling_gain"": -0.015217391304347794}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_013,false,"{""lateral_load_sensitivity"": 0.21956521739130436, ""lateral_slip_gain_n_per_mps"": 16.994034829803052, ""longitudinal_load_sensitivity"": 0.16739130434782612, ""longitudinal_slip_gain_n_per_mps"": 16.994034829803052, ""low_speed_blend_mps"": 0.11391304347826088, ""peak_friction_coefficient_at_80pct_fan"": 1.9304347826086956, ""yaw_coupling_gain"": 0.015217391304347794}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_014,false,"{""lateral_load_sensitivity"": 0.258695652173913, ""lateral_slip_gain_n_per_mps"": 19.171210984269592, ""longitudinal_load_sensitivity"": 0.20217391304347826, ""longitudinal_slip_gain_n_per_mps"": 19.171210984269592, ""low_speed_blend_mps"": 0.12173913043478261, ""peak_friction_coefficient_at_80pct_fan"": 1.991304347826087, ""yaw_coupling_gain"": 0.04565217391304344}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_015,false,"{""lateral_load_sensitivity"": 0.2978260869565218, ""lateral_slip_gain_n_per_mps"": 21.627314189024684, ""longitudinal_load_sensitivity"": 0.2369565217391305, ""longitudinal_slip_gain_n_per_mps"": 21.627314189024684, ""low_speed_blend_mps"": 0.12956521739130436, ""peak_friction_coefficient_at_80pct_fan"": 2.0521739130434784, ""yaw_coupling_gain"": 0.07608695652173914}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_016,false,"{""lateral_load_sensitivity"": 0.3369565217391305, ""lateral_slip_gain_n_per_mps"": 24.39807894319144, ""longitudinal_load_sensitivity"": 0.2717391304347826, ""longitudinal_slip_gain_n_per_mps"": 24.39807894319144, ""low_speed_blend_mps"": 0.1373913043478261, ""peak_friction_coefficient_at_80pct_fan"": 2.1130434782608694, ""yaw_coupling_gain"": 0.10652173913043478}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_017,false,"{""lateral_load_sensitivity"": 0.3760869565217392, ""lateral_slip_gain_n_per_mps"": 27.523817840510404, ""longitudinal_load_sensitivity"": 0.3065217391304348, ""longitudinal_slip_gain_n_per_mps"": 27.523817840510404, ""low_speed_blend_mps"": 0.14521739130434783, ""peak_friction_coefficient_at_80pct_fan"": 2.1739130434782608, ""yaw_coupling_gain"": 0.13695652173913042}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_018,false,"{""lateral_load_sensitivity"": 0.41521739130434776, ""lateral_slip_gain_n_per_mps"": 31.050008087993522, ""longitudinal_load_sensitivity"": 0.341304347826087, ""longitudinal_slip_gain_n_per_mps"": 31.050008087993522, ""low_speed_blend_mps"": 0.15304347826086956, ""peak_friction_coefficient_at_80pct_fan"": 2.234782608695652, ""yaw_coupling_gain"": 0.167391304347826}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_019,false,"{""lateral_load_sensitivity"": 0.45434782608695656, ""lateral_slip_gain_n_per_mps"": 35.027953165911, ""longitudinal_load_sensitivity"": 0.3760869565217392, ""longitudinal_slip_gain_n_per_mps"": 35.027953165911, ""low_speed_blend_mps"": 0.16086956521739132, ""peak_friction_coefficient_at_80pct_fan"": 2.2956521739130435, ""yaw_coupling_gain"": 0.1978260869565217}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_020,false,"{""lateral_load_sensitivity"": 0.49347826086956526, ""lateral_slip_gain_n_per_mps"": 39.515529255778056, ""longitudinal_load_sensitivity"": 0.4108695652173914, ""longitudinal_slip_gain_n_per_mps"": 39.515529255778056, ""low_speed_blend_mps"": 0.16869565217391305, ""peak_friction_coefficient_at_80pct_fan"": 2.356521739130435, ""yaw_coupling_gain"": 0.2282608695652174}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_021,false,"{""lateral_load_sensitivity"": 0.532608695652174, ""lateral_slip_gain_n_per_mps"": 44.5780272963215, ""longitudinal_load_sensitivity"": 0.44565217391304346, ""longitudinal_slip_gain_n_per_mps"": 44.5780272963215, ""low_speed_blend_mps"": 0.17652173913043478, ""peak_friction_coefficient_at_80pct_fan"": 2.4173913043478263, ""yaw_coupling_gain"": 0.258695652173913}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_022,false,"{""lateral_load_sensitivity"": 0.5717391304347825, ""lateral_slip_gain_n_per_mps"": 50.28910291872179, ""longitudinal_load_sensitivity"": 0.48043478260869565, ""longitudinal_slip_gain_n_per_mps"": 50.28910291872179, ""low_speed_blend_mps"": 0.18434782608695652, ""peak_friction_coefficient_at_80pct_fan"": 2.4782608695652173, ""yaw_coupling_gain"": 0.2891304347826087}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_023,false,"{""lateral_load_sensitivity"": 0.6108695652173913, ""lateral_slip_gain_n_per_mps"": 56.7318480819918, ""longitudinal_load_sensitivity"": 0.5152173913043478, ""longitudinal_slip_gain_n_per_mps"": 56.7318480819918, ""low_speed_blend_mps"": 0.19217391304347828, ""peak_friction_coefficient_at_80pct_fan"": 2.539130434782609, ""yaw_coupling_gain"": 0.3195652173913044}"
candidate_3_load_sensitive_anisotropic,candidate_3_load_sensitive_anisotropic:trial_024,false,"{""lateral_load_sensitivity"": 0.65, ""lateral_slip_gain_n_per_mps"": 63.99999999999998, ""longitudinal_load_sensitivity"": 0.55, ""longitudinal_slip_gain_n_per_mps"": 63.99999999999998, ""low_speed_blend_mps"": 0.2, ""peak_friction_coefficient_at_80pct_fan"": 2.6, ""yaw_coupling_gain"": 0.35}"
