step_id,repeat_index,amplitude,direction,start_time_us,command_samples,available_stationary_pre_samples,fan_frequency_gyro_hz,fan_amplitude_gyro_radps,fan_harmonic_amplitude_gyro_radps,fan_frequency_accel_x_hz,fan_amplitude_accel_x_mps2,fan_harmonic_amplitude_accel_x_mps2,fan_frequency_accel_y_hz,fan_amplitude_accel_y_mps2,fan_harmonic_amplitude_accel_y_mps2,pre_raw_mad_sigma_radps,pre_filtered_mad_sigma_radps,pre_raw_p95_abs_radps,pre_filtered_p95_abs_radps,pre_raw_centered_rms_radps,pre_filtered_centered_rms_radps,raw_threshold_radps,filtered_threshold_radps,raw_onset_samples,filtered_onset_samples,raw_y_plus_0_radps,filtered_y_plus_0_radps,raw_y_plus_4_radps,filtered_y_plus_4_radps,raw_y_plus_5_radps,filtered_y_plus_5_radps,raw_initial_slope_plus4_to_plus10_radps2,filtered_initial_slope_plus4_to_plus10_radps2,quality
11,6,0.500,CW,50351349,350,386,149.250,0.006775898,0.000359562,149.250,0.067279021,0.001506326,149.250,0.077243173,0.002719653,0.034415414,0.031387789,0.035650096,0.036042556,0.024012757,0.023345535,0.086038535,0.078469473,5,5,0.031545081,0.034193939,0.014440854,0.009314602,0.145166010,0.138524285,134.215819,135.665285,sustained_launch
12,6,0.500,CCW,51123349,350,381,149.250,0.006442329,0.000345435,149.250,0.058487070,0.002919171,149.250,0.063802838,0.004628722,0.036226753,0.034560470,0.039380443,0.040059118,0.025849698,0.025302942,0.090566883,0.086401174,5,5,-0.011280645,-0.006205475,0.073018762,0.071718530,0.184196236,0.188009827,107.425012,105.998854,sustained_launch
13,7,0.500,CW,51894349,350,384,149.250,0.006913386,0.000321758,149.250,0.065469755,0.002878823,149.250,0.074535774,0.001292868,0.036226752,0.031767606,0.035047374,0.037919987,0.024165214,0.023674305,0.090566881,0.079419014,5,5,-0.018708766,-0.024301506,0.047264679,0.053869613,0.116903315,0.121794646,148.876588,148.098267,sustained_launch
14,7,0.500,CCW,52670349,350,385,149.250,0.006154786,0.000174283,149.250,0.056666045,0.004165563,149.250,0.061885218,0.003566978,0.038038089,0.034927381,0.038785870,0.039278151,0.025980929,0.025434608,0.095095223,0.087318453,5,5,-0.024744115,-0.021690611,0.082768171,0.083070947,0.169511026,0.174650595,110.959302,109.412390,sustained_launch
15,8,0.500,CW,53444349,350,388,149.250,0.005623908,0.000047980,149.250,0.054799592,0.000923715,149.250,0.060503581,0.004798464,0.034415416,0.032272136,0.034860043,0.036539919,0.023948272,0.023387562,0.086038539,0.080680340,5,5,0.009122254,0.014533875,0.037222056,0.031946870,0.153286451,0.151541142,132.863187,132.881864,sustained_launch
16,8,0.500,CCW,54214349,350,379,149.250,0.004065644,0.000455015,149.250,0.036842399,0.002314863,149.250,0.037884855,0.004411509,0.036226753,0.035130180,0.037322236,0.037239170,0.024867737,0.024521083,0.090566883,0.087825451,5,5,0.018342247,0.022325312,0.024450900,0.020741451,0.138071837,0.135586241,108.864913,109.130975,sustained_launch
17,9,0.500,CW,54989349,350,391,149.250,0.003610411,0.000748155,149.250,0.036759680,0.000912360,149.250,0.037739876,0.000919202,0.034415416,0.032967851,0.034794884,0.033345736,0.023235468,0.022731939,0.086038539,0.082419628,5,5,0.007965683,0.012185430,0.039730677,0.036697043,0.146021237,0.144196937,132.994087,133.044872,sustained_launch
18,9,0.500,CCW,55761349,350,381,149.250,0.001756093,0.000167876,149.250,0.015198213,0.006748238,149.250,0.018864413,0.003314147,0.036226753,0.036174556,0.037710746,0.037409294,0.025450209,0.025239334,0.090566883,0.090436391,5,5,-0.023375776,-0.022338902,0.071919196,0.071617304,0.147666485,0.149030188,109.039448,108.629535,sustained_launch
19,10,0.500,CW,56540349,350,390,149.250,0.003988161,0.000811686,149.250,0.036423950,0.005644904,149.250,0.039575697,0.005235205,0.034415414,0.032904056,0.034826649,0.034598870,0.023633661,0.022861470,0.086038536,0.082260141,5,5,0.039632934,0.040182355,-0.005571091,-0.007945062,0.092167351,0.088739200,144.600528,145.400442,sustained_launch
20,10,0.500,CCW,57316349,350,387,149.250,0.002708381,0.000494931,149.250,0.024109440,0.001433669,149.250,0.026340225,0.004619090,0.038038090,0.036783700,0.038476363,0.037410723,0.025771562,0.025338730,0.095095226,0.091959249,5,5,0.021388428,0.020952098,0.006727663,0.005883035,0.095913984,0.093437438,123.089341,123.723258,sustained_launch
21,1,0.550,CW,58091349,350,389,149.250,0.004994734,0.000304712,149.250,0.049490079,0.003682863,149.250,0.055756161,0.001648993,0.036226752,0.033984322,0.036098061,0.035808007,0.024026158,0.023090963,0.090566880,0.084960806,5,5,0.029362256,0.030063040,-0.003624467,-0.007249965,0.099000886,0.094445271,168.206107,169.354971,sustained_launch
22,1,0.550,CCW,58862349,350,379,149.250,0.002819284,0.000595056,149.250,0.032477368,0.001837180,149.250,0.033131261,0.001058119,0.038038089,0.036831940,0.037450110,0.037814363,0.025530362,0.025315605,0.095095223,0.092079850,5,5,0.028897998,0.031555639,0.013015502,0.010845127,0.164510087,0.163308609,140.717171,140.746658,sustained_launch
23,2,0.550,CW,59648349,350,396,149.250,0.003474604,0.000170661,149.250,0.039439411,0.003085049,149.250,0.040597262,0.002620350,0.033509746,0.032199627,0.034265466,0.034241014,0.022883316,0.022465996,0.083774365,0.080499067,5,5,-0.004316781,-0.003609679,0.044552440,0.046091791,0.141069138,0.144275402,150.447380,149.544358,sustained_launch
24,2,0.550,CCW,60418349,350,380,149.250,0.002960564,0.000766668,149.250,0.029677524,0.001845778,149.250,0.026519948,0.003629178,0.035321083,0.034247939,0.033915237,0.035331995,0.023212313,0.023125244,0.088302707,0.085619847,5,5,0.032693508,0.036293479,0.005815437,0.003872547,0.115771182,0.114826007,160.919356,160.769522,sustained_launch
25,3,0.550,CW,61178349,350,377,149.250,0.004940175,0.000456686,149.250,0.053676029,0.004368502,149.250,0.054439115,0.003049349,0.032604077,0.030437961,0.033972251,0.034479241,0.022381665,0.022036147,0.081510191,0.076094902,5,5,-0.013202834,-0.015158573,0.049105422,0.052906472,0.132183094,0.136530538,158.344993,157.415979,sustained_launch
26,3,0.550,CCW,61953349,350,384,149.250,0.004173141,0.000099110,149.250,0.042028124,0.001353122,149.250,0.039260154,0.002353378,0.035321085,0.035217969,0.036063040,0.036795454,0.024047231,0.023813471,0.088302712,0.088044923,5,5,-0.019156735,-0.022310946,0.043151522,0.044401000,0.111568427,0.109000889,154.156210,155.058113,sustained_launch
27,4,0.550,CW,62723349,350,390,149.250,0.005642486,0.000284629,149.250,0.057858568,0.004160979,149.250,0.060266913,0.000305992,0.033509746,0.030936644,0.033328805,0.034647285,0.022479451,0.022150203,0.083774366,0.077341609,5,5,-0.028979446,-0.034200081,0.050433032,0.055664210,0.109076090,0.111549740,161.355690,161.165102,sustained_launch
28,4,0.550,CCW,63499349,350,386,149.250,0.003846725,0.000340681,149.250,0.037199299,0.001910937,149.250,0.036058990,0.002484160,0.037132421,0.037132967,0.037832918,0.037853005,0.025089802,0.024880127,0.092831051,0.092832417,6,6,-0.000040725,-0.000489891,0.007289658,0.005292318,0.079371757,0.075579111,150.752814,151.798156,sustained_launch
29,5,0.550,CW,64276349,350,396,149.250,0.006396411,0.000175269,149.250,0.058739633,0.001449484,149.250,0.071529217,0.003026627,0.032604077,0.032380699,0.033760484,0.035171270,0.022892772,0.022461213,0.081510192,0.080951748,6,6,-0.015108733,-0.021347475,0.026430103,0.030310021,0.070412404,0.068907878,172.351263,173.254053,sustained_launch
30,5,0.550,CCW,65051349,350,389,149.250,0.004217675,0.000220582,149.250,0.042092242,0.002521031,149.250,0.039709705,0.002370723,0.038038090,0.036851067,0.038215728,0.038595967,0.025424177,0.025190460,0.095095225,0.092127667,6,6,0.027220156,0.028214907,-0.008210029,-0.011091478,0.091971864,0.087933160,156.686935,157.626031,sustained_launch
31,6,0.550,CW,65828349,350,395,149.250,0.004931132,0.000472962,149.250,0.042830480,0.001365588,149.250,0.050535631,0.001997296,0.034415416,0.032935066,0.035063664,0.035859498,0.023412109,0.023132268,0.086038539,0.082337664,6,6,-0.026022859,-0.031385624,0.028955013,0.033030720,0.048502697,0.049684584,165.937177,166.113853,sustained_launch
32,6,0.550,CCW,66600349,350,383,149.250,0.002976227,0.000251837,149.250,0.030835725,0.003024350,149.250,0.033794648,0.004334176,0.036226753,0.038711015,0.037735182,0.037307608,0.025664304,0.025455534,0.090566883,0.096777537,5,5,-0.004748459,-0.002275226,0.045342491,0.043650580,0.143080920,0.144421275,139.190009,138.677974,sustained_launch
33,7,0.550,CW,67374349,350,391,149.250,0.002934870,0.000234608,149.250,0.025526791,0.002235468,149.250,0.029864474,0.000643400,0.033509746,0.032740209,0.034469088,0.035419562,0.023011637,0.022849093,0.083774366,0.081850523,6,6,-0.035169548,-0.035656492,0.040577741,0.042303973,0.074786195,0.077910218,164.017316,163.275007,sustained_launch
34,7,0.550,CCW,68143349,350,379,149.250,0.003407746,0.000423177,149.250,0.031011679,0.001382625,149.250,0.028374202,0.004214537,0.039849428,0.036878887,0.039975021,0.039707005,0.026561938,0.026166044,0.099623569,0.092197217,6,6,-0.035772268,-0.034660421,0.042418480,0.043715639,0.070518285,0.073647867,161.181150,160.237951,sustained_launch
35,8,0.550,CW,68916349,350,389,149.250,0.001916927,0.000251300,149.250,0.017996620,0.002684211,149.250,0.024235543,0.000516956,0.034415414,0.033145140,0.034251620,0.034866767,0.022916545,0.022679521,0.086038536,0.082862849,6,6,-0.030111584,-0.028070970,0.044413977,0.043446594,0.073735506,0.074102955,152.061807,151.776312,sustained_launch
36,8,0.550,CCW,69685349,350,378,149.250,0.003265542,0.000222003,149.250,0.031326285,0.001371745,149.250,0.031350230,0.002503187,0.038943759,0.036889774,0.039124695,0.038831301,0.026057225,0.025663191,0.097359397,0.092224435,6,6,-0.035136967,-0.031796807,0.045497243,0.043138879,0.072375309,0.072394970,160.264853,159.967026,sustained_launch
37,9,0.550,CW,70460349,350,391,149.250,0.001905793,0.000113214,149.250,0.016758863,0.003566889,149.250,0.019499364,0.004441760,0.035321084,0.033669000,0.034554609,0.034044347,0.023021615,0.022785626,0.088302710,0.084172499,6,6,-0.014986560,-0.013491355,0.014334971,0.013527588,0.035104388,0.036170576,175.143785,174.763664,sustained_launch
38,9,0.550,CCW,71234349,350,389,149.250,0.002203444,0.000213624,149.250,0.022441198,0.000508487,149.250,0.022792418,0.001250981,0.037132421,0.037741084,0.038487766,0.038577604,0.026058758,0.025838390,0.092831053,0.094352710,6,6,-0.038451928,-0.037069601,0.040960551,0.038671175,0.075169001,0.073791448,158.999494,159.274034,sustained_launch
39,10,0.550,CW,72009349,350,381,149.250,0.001845263,0.000499155,149.250,0.018911609,0.003382129,149.250,0.017398445,0.001198015,0.034415415,0.034736248,0.034917056,0.035211062,0.023578773,0.023481420,0.086038538,0.086840619,6,6,0.027586674,0.029523301,-0.021282545,-0.021877324,0.025143213,0.025521446,176.321888,176.002259,sustained_launch
40,10,0.550,CCW,72790349,350,395,149.250,0.002569693,0.000587926,149.250,0.021861369,0.003799495,149.250,0.022100216,0.004753324,0.042566435,0.042785296,0.043392608,0.043310521,0.029180522,0.028981077,0.106416087,0.106963240,6,6,0.019148590,0.022030857,-0.019946786,-0.021116880,0.030144164,0.030304453,154.679805,154.324830,sustained_launch
41,1,0.600,CW,73557349,350,384,149.250,0.003638098,0.000165646,149.250,0.030422497,0.001283209,149.250,0.037557306,0.002205479,0.035321085,0.036333431,0.036695897,0.036559804,0.024417613,0.024282296,0.088302712,0.090833577,6,6,0.032204816,0.034185222,-0.009334021,-0.009037831,0.078630569,0.081511998,179.114411,178.200198,sustained_launch
42,1,0.600,CCW,74334349,350,390,149.250,0.005991609,0.000588662,149.250,0.054976005,0.002063907,149.250,0.061405557,0.002491455,0.036226752,0.036851989,0.040965437,0.042486827,0.026890172,0.026377095,0.090566880,0.092129973,5,5,0.028336002,0.034527786,0.006344854,0.001082376,0.110191943,0.107641683,161.617493,161.703240,sustained_launch
43,2,0.600,CW,75114349,350,384,149.250,0.005663758,0.000293612,149.250,0.050362642,0.002965014,149.250,0.057035199,0.004114450,0.034415415,0.032607674,0.034811174,0.037406086,0.023670376,0.023531559,0.086038537,0.081519184,5,5,0.001840740,0.006972220,0.022610158,0.020268976,0.119126859,0.121574130,169.035137,167.981329,sustained_launch
44,2,0.600,CCW,75896349,350,393,149.250,0.010106234,0.000523318,149.250,0.070353975,0.000886259,149.250,0.092537696,0.002477821,0.041660765,0.040222211,0.044614340,0.046998155,0.029985788,0.029239457,0.104151911,0.100555527,5,5,-0.033809353,-0.044283786,0.072481193,0.081168677,0.145785034,0.148073836,162.359251,162.665685,sustained_launch
45,3,0.600,CW,76676349,350,390,149.250,0.005600033,0.000332380,149.250,0.041858982,0.001668572,149.250,0.052336749,0.001042800,0.038943759,0.039934443,0.040382267,0.041979485,0.027356502,0.027441288,0.097359399,0.099836108,6,6,0.036717073,0.042218926,-0.037808485,-0.040706899,0.058708221,0.060326778,189.717289,188.826784,sustained_launch
46,3,0.600,CCW,77456349,350,389,149.250,0.040322715,0.000330509,149.250,0.280151674,0.011989133,149.250,0.401106590,0.001809639,0.039849429,0.003354639,0.042911247,0.011985867,0.029202629,0.006375751,0.099623572,0.030000000,6,3,-0.029842802,-0.033727140,0.032465451,0.057683269,0.058121792,0.098025462,205.468883,195.494354,sustained_launch
47,4,0.600,CW,78246349,350,386,149.250,0.027004729,0.001139810,149.250,0.272832683,0.009103342,149.250,0.289555802,0.004803453,0.030792739,0.009395773,0.034249991,0.029846002,0.022407940,0.012013124,0.076981849,0.034846002,5,5,-0.017519615,0.006042873,0.033793063,0.023968264,0.116870736,0.129650151,142.375234,137.067856,sustained_launch
48,4,0.600,CCW,79069349,350,378,149.250,0.017304055,0.000263877,149.250,0.169785082,0.000672650,149.250,0.216719936,0.003705525,0.032604077,0.022276454,0.033190345,0.032662604,0.022374426,0.017814175,0.081510192,0.055691135,5,4,0.002239839,-0.014806123,0.048665596,0.063676497,0.197716715,0.199138410,186.793867,187.732440,sustained_launch
49,5,0.600,CW,79840349,350,372,149.250,0.008065486,0.000506605,149.250,0.082665695,0.003383562,149.250,0.087183273,0.001437498,0.029887072,0.032643186,0.033621207,0.036557743,0.022341281,0.024149991,0.074717680,0.081607966,5,5,0.002068797,-0.005697929,0.019173025,0.025716051,0.131572228,0.131821102,160.919352,161.479186,sustained_launch
50,5,0.600,CCW,80616349,350,366,149.250,0.019668758,0.000560954,149.250,0.150960253,0.000994792,149.250,0.204968192,0.002258877,0.039849428,0.030101189,0.041742455,0.050778060,0.027941563,0.025622522,0.099623570,0.075252973,5,5,0.016086118,0.034493350,0.031968614,0.021793514,0.161472049,0.168462969,164.497281,161.219210,sustained_launch
51,6,0.600,CW,81375349,350,386,149.250,0.003151054,0.000430575,149.250,0.026546650,0.000675431,149.250,0.030425410,0.001408986,0.037132421,0.038138316,0.039775472,0.042326038,0.026402383,0.027352969,0.092831053,0.095345790,6,6,-0.007322238,-0.007221839,0.000008145,0.001781999,0.057429476,0.060191554,189.150062,188.428421,sustained_launch
52,6,0.600,CCW,82160349,350,371,149.250,0.027736593,0.000540735,149.250,0.180367001,0.004063037,149.250,0.265454367,0.004349442,0.046189108,0.025712963,0.044625742,0.045776817,0.030498405,0.023780983,0.115472771,0.064282407,5,5,0.040602177,0.054026188,-0.002158390,-0.025828020,0.126123305,0.101235445,157.690501,162.960621,sustained_launch
53,7,0.600,CW,82931349,350,388,149.250,0.008394899,0.000681195,149.250,0.053261995,0.003719008,149.250,0.074641466,0.003482675,0.038943759,0.042663726,0.042312599,0.046236422,0.029134764,0.029732617,0.097359397,0.106659315,6,6,-0.002891429,0.002742777,-0.000447968,-0.007793103,0.048421248,0.041889216,195.258714,196.411146,sustained_launch
54,7,0.600,CCW,83732349,350,402,149.250,0.030032796,0.000797529,149.250,0.299881509,0.009674725,149.250,0.345924141,0.002615625,0.032604078,0.008774860,0.035527923,0.020966025,0.023125057,0.009746081,0.081510195,0.030000000,5,5,-0.008454375,0.001490593,0.015980234,0.022033314,0.105166555,0.133197365,195.913207,188.020368,sustained_launch
55,8,0.600,CW,84501349,350,392,149.250,0.019973644,0.000159664,149.250,0.140732375,0.000687507,149.250,0.186118597,0.004514907,0.043472102,0.034668097,0.043982296,0.050799866,0.030008844,0.028607904,0.108680256,0.086670242,5,5,0.004886922,0.003880530,0.028099800,0.039959452,0.116064393,0.135609301,171.216797,166.258791,sustained_launch
56,8,0.600,CCW,85301349,350,402,149.250,0.034650312,0.000668493,149.250,0.274898027,0.008998543,149.250,0.352888707,0.001298534,0.038943759,0.011600995,0.042247439,0.026465164,0.027617332,0.012825015,0.097359397,0.031465164,5,4,-0.005595526,-0.005417586,0.056712730,0.037061174,0.197211733,0.163679994,173.354823,182.008345,sustained_launch
57,9,0.600,CW,86082349,350,396,149.250,0.017472171,0.000379043,149.250,0.137658690,0.003328874,149.250,0.184421042,0.005948440,0.036226753,0.031295911,0.040325253,0.045227781,0.026577060,0.025890696,0.090566881,0.078239778,6,6,-0.008543968,-0.009222944,-0.020761274,-0.030300756,0.045212174,0.028201510,193.557011,198.043063,sustained_launch
58,9,0.600,CCW,86891349,350,393,149.250,0.032047170,0.000387074,149.250,0.271441616,0.007196384,149.250,0.345388822,0.002256798,0.036226753,0.012425370,0.039641082,0.024531746,0.026614863,0.012961449,0.090566883,0.031063426,5,4,-0.010449868,-0.019881032,0.065297421,0.055962241,0.176474895,0.146861062,194.735111,203.115021,sustained_launch
59,10,0.600,CW,87662349,350,382,149.250,0.020055075,0.000880522,149.250,0.135097247,0.001676614,149.250,0.179599743,0.003542640,0.042566434,0.033876881,0.043518037,0.058152364,0.029944335,0.030196053,0.106416084,0.084692202,5,5,-0.034672711,-0.051581448,0.059400536,0.078446137,0.132704366,0.145404967,183.608640,181.798802,sustained_launch
60,10,0.600,CCW,88466349,350,402,149.250,0.024370011,0.000781786,149.250,0.272800574,0.004326163,149.250,0.269885567,0.002715163,0.028981401,0.011657245,0.031185892,0.020075819,0.020695831,0.010897326,0.072453502,0.030000000,5,4,-0.008845329,-0.020205658,0.063236767,0.059474672,0.157310018,0.136677363,183.390478,189.707614,sustained_launch
61,1,0.650,CW,89225349,350,365,149.250,0.007710029,0.000638616,149.250,0.065474622,0.004026820,149.250,0.065449716,0.000429951,0.034415415,0.035191790,0.035047375,0.039407373,0.023769126,0.025865850,0.086038538,0.087979476,5,5,-0.009391035,-0.015634772,0.027260879,0.028896232,0.120112397,0.115752479,208.741373,210.443436,sustained_launch
62,1,0.650,CCW,90028349,350,399,149.250,0.037558240,0.001268193,149.250,0.297768068,0.011625441,149.250,0.374386948,0.000268900,0.038038091,0.011032362,0.040969509,0.015541234,0.027691029,0.008945280,0.095095227,0.030000000,5,5,0.021795673,0.004498333,0.020573941,0.014387978,0.158629473,0.126834702,219.824217,229.545697,sustained_launch
63,2,0.650,CW,90829349,350,379,149.250,0.009500518,0.000421285,149.250,0.093420260,0.004513953,149.250,0.102195047,0.000380814,0.031698409,0.030503677,0.034078133,0.039087204,0.022343597,0.023547194,0.079246022,0.076259192,5,5,0.032856406,0.025586118,-0.003795509,-0.000274343,0.104938508,0.099273325,231.954254,233.924547,sustained_launch
64,2,0.650,CCW,91649349,350,407,149.250,0.027965315,0.000652330,149.250,0.291757979,0.007156123,149.250,0.341454987,0.002542561,0.031698410,0.013481692,0.034251620,0.020543445,0.022518379,0.011334863,0.079246024,0.033704230,5,4,-0.013007357,-0.009350653,0.041970512,0.053286587,0.183691254,0.211418334,215.330002,207.976416,sustained_launch
65,3,0.650,CW,92430349,350,395,149.250,0.012113030,0.000597787,149.250,0.105815031,0.002099731,149.250,0.124655685,0.004246998,0.034415414,0.030155623,0.037564140,0.042594278,0.024710058,0.024397426,0.086038535,0.075389058,5,5,0.026568566,0.018985634,-0.003974696,-0.003102402,0.098650657,0.089544753,222.093142,225.073921,sustained_launch
66,3,0.650,CCW,93255349,350,405,149.250,0.034596056,0.000536311,149.250,0.281287707,0.007165666,149.250,0.325336863,0.004342541,0.038943759,0.013001873,0.041107157,0.020249420,0.027542960,0.011189270,0.097359397,0.032504683,5,4,0.039527053,0.005335883,0.017535904,0.047274444,0.230117014,0.232257666,182.561434,184.616297,sustained_launch
67,4,0.650,CW,94039349,350,387,149.250,0.010432954,0.000735584,149.250,0.093600499,0.004210747,149.250,0.108498729,0.003404320,0.033509746,0.031024607,0.038232018,0.040836083,0.025117997,0.024541244,0.083774366,0.077561517,6,6,0.003306817,-0.005503194,-0.001580105,0.001026475,0.077832378,0.072320118,242.208056,244.418354,sustained_launch
68,4,0.650,CCW,94830349,350,392,149.250,0.008129840,0.000104255,149.250,0.064818706,0.004342867,149.250,0.079421073,0.002747269,0.043472103,0.035975260,0.043395864,0.038937332,0.029280344,0.025616251,0.108680257,0.089938151,5,5,-0.017739527,-0.010177288,0.084885838,0.076951987,0.236380408,0.232812359,174.620184,174.938951,sustained_launch
69,5,0.650,CW,95625349,350,404,149.250,0.010156341,0.000464558,149.250,0.071390183,0.002288093,149.250,0.084919625,0.005598572,0.041660765,0.036481409,0.042774410,0.042993257,0.028643969,0.027276998,0.104151912,0.091203521,5,5,-0.020907880,-0.018557637,0.078052283,0.081415762,0.191673220,0.201153282,209.134075,206.534458,sustained_launch
70,5,0.650,CCW,96439349,350,410,149.250,0.028686932,0.000943334,149.250,0.291661969,0.009603040,149.250,0.324473796,0.000576722,0.031698408,0.009456657,0.034534246,0.020755585,0.022614741,0.010268299,0.079246020,0.030000000,4,4,-0.017430021,-0.022413709,0.115738596,0.103232446,0.298998165,0.272086645,208.741385,216.146374,sustained_launch
71,6,0.650,CW,97233349,350,403,149.250,0.005173175,0.000684939,149.250,0.045147516,0.001733999,149.250,0.055979453,0.003685267,0.036226752,0.034062232,0.038321611,0.039286806,0.025622348,0.024861907,0.090566880,0.085155579,5,5,0.042312599,0.041900495,0.005660684,0.004179125,0.171816028,0.166218828,216.639007,218.025632,sustained_launch
72,6,0.650,CCW,98020349,350,385,149.250,0.025696928,0.000197829,149.250,0.165324370,0.005662689,149.250,0.247605277,0.004456902,0.045283440,0.022501276,0.043770533,0.028280114,0.029737949,0.017283773,0.113208600,0.056253190,5,4,0.007118616,-0.014300460,0.052322641,0.077945652,0.233138747,0.248078283,185.659394,183.480455,sustained_launch
73,7,0.650,CW,98808349,350,400,149.250,0.003864128,0.000420704,149.250,0.025026519,0.000958471,149.250,0.028479295,0.005577555,0.040755096,0.040148192,0.042654681,0.043113558,0.028703798,0.028381968,0.101887740,0.100370480,5,5,0.020663536,0.024765034,0.042654681,0.039436041,0.241796753,0.240504744,218.515222,218.463844,sustained_launch
74,7,0.650,CCW,99598349,350,379,149.250,0.032899288,0.000490985,149.250,0.264716441,0.007452187,149.250,0.339558992,0.002815052,0.038943759,0.011050860,0.042162732,0.014737827,0.027501294,0.008696469,0.097359397,0.030000000,4,4,-0.029802078,-0.004332845,0.114362119,0.105424499,0.254861130,0.274625027,203.592651,196.485256,sustained_launch
75,8,0.650,CW,100387349,350,408,149.250,0.004778823,0.000268599,149.250,0.037137166,0.001461381,149.250,0.044879691,0.002832638,0.035321085,0.036208041,0.039102706,0.040598307,0.025972519,0.025668640,0.088302712,0.090520102,4,4,-0.035356880,-0.036041591,0.113694242,0.116491085,0.272519193,0.277478912,217.947997,216.759408,sustained_launch
