model,family,physical_yaw_loss,params,feature_count,train_target_r2,train_target_rmse_nm,train_target_mae_nm,primary_baseline_rmse_nm,primary_corrected_rmse_nm,primary_rmse_delta_fraction,validation_baseline_rmse_nm,validation_corrected_rmse_nm,validation_rmse_delta_fraction,validation_worsened_abs_residual_fraction,selected_physical,best_nonzero_physical,selected_signed_diagnostic
E4_forward_faded_loss_nnls_yaw0_0.5_vf0_0.1,pure_loss_forward_faded,True,loss = gate_vf(0.1) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.004770375298815521,0.03589466729731759,0.0240588440008169,0.036866176895009706,0.03634225651207938,-0.014211410757952625,0.05023383204822011,0.054716737382419084,0.0892407596915119,0.6593323323463789,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.05_vf0_0.05,pure_loss_forward_faded,True,loss = gate_vf(0.05) * [tau_c*tanh(|yaw|/0.05) + k_yaw*|yaw|],2,0.008216947581552003,0.0358324601161417,0.024247822795795054,0.036866176895009706,0.03623846284366719,-0.01702682795479893,0.05023383204822011,0.05476349445971215,0.09017154827336205,0.6912282671231915,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.25_vf0_0.2,pure_loss_forward_faded,True,loss = gate_vf(0.2) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.011897386046251124,0.03576591242693915,0.02387824961221575,0.036866176895009706,0.03635335305943639,-0.013910415420448241,0.05023383204822011,0.054792104984297256,0.09074109519858253,0.6758345845670264,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.1_vf0_0.1,pure_loss_forward_faded,True,loss = gate_vf(0.1) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.014933968035794387,0.03571091323302168,0.02397462265169542,0.036866176895009706,0.03621760086364135,-0.017592711965100705,0.05023383204822011,0.0548542177876465,0.09197756872283258,0.6907651937190408,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.5_vf0_0.05,pure_loss_forward_faded,True,loss = gate_vf(0.05) * [tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw|],2,0.0012177796849205391,0.03595867546094312,0.024186801201179175,0.036866176895009706,0.036350324322609893,-0.013992570313675179,0.05023383204822011,0.054905724198650224,0.09300290182810467,0.6546174031404797,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.25_vf0_0.1,pure_loss_forward_faded,True,loss = gate_vf(0.1) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.010720277904034514,0.03578720971694795,0.023949498711997,0.036866176895009706,0.03626184256142872,-0.016392649970243922,0.05023383204822011,0.055033844091580936,0.09555337205318581,0.6720037045872332,False,False,False
E8_signed_contact_relief_yaw0_0.5_vrel0_0.03,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.5) + k_yaw*|yaw| + tau_h*high_vrel(0.03)*tanh(|yaw|/0.5) + k_h*high_vrel(0.03)*|yaw|,4,0.05132984466306734,0.03504498704753641,0.023086682648650596,0.036866176895009706,0.03583765127816745,-0.0278988955044448,0.05023383204822011,0.05507317968931513,0.09633642196457703,0.68606429704054,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.1_vf0_0.05,pure_loss_forward_faded,True,loss = gate_vf(0.05) * [tau_c*tanh(|yaw|/0.1) + k_yaw*|yaw|],2,0.008872763424290997,0.03582061106255472,0.0241433669659171,0.036866176895009706,0.03622250604441741,-0.017459658277705126,0.05023383204822011,0.055127606348870074,0.09741988817322089,0.6808582293756928,False,False,False
E8_signed_contact_relief_yaw0_0.25_vrel0_0.12,signed_contact_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw| + tau_h*high_vrel(0.12)*tanh(|yaw|/0.25) + k_h*high_vrel(0.12)*|yaw|,4,0.04819099311581565,0.035102915597158335,0.02314182896783047,0.036866176895009706,0.035847391899383234,-0.02763467984564405,0.05023383204822011,0.055205736811497264,0.09897522368002032,0.6952696350139623,False,False,False
E4_forward_faded_loss_nnls_yaw0_0.25_vf0_0.05,pure_loss_forward_faded,True,loss = gate_vf(0.05) * [tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw|],2,0.005623179289641067,0.03587928508040289,0.0241221180883277,0.036866176895009706,0.03627207834990286,-0.016115002833051006,0.05023383204822011,0.055221560845003514,0.09929023117319868,0.6653101890181441,False,False,False
E7_signed_forward_relief_yaw0_0.25_vf0_0.8,signed_forward_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw| + tau_h*high_vf(0.8)*tanh(|yaw|/0.25) + k_h*high_vf(0.8)*|yaw|,4,0.05354723438090425,0.035004006599856204,0.02305866390067813,0.036866176895009706,0.0358004541730028,-0.028907871978207877,0.05023383204822011,0.055231045538610316,0.0994790420446785,0.6900214697669197,False,False,False
E7_signed_forward_relief_yaw0_0.25_vf0_0.4,signed_forward_relief_not_pure_loss,False,loss_or_relief = tau_c*tanh(|yaw|/0.25) + k_yaw*|yaw| + tau_h*high_vf(0.4)*tanh(|yaw|/0.25) + k_h*high_vf(0.4)*|yaw|,4,0.053573568828427565,0.03500351961433475,0.023059087440499903,0.036866176895009706,0.03578501461492186,-0.029326672064935333,0.05023383204822011,0.05527740770016785,0.10040196907746046,0.6903161528422884,False,False,False
