rank,family,dyn_k_mps,static_k_mps,static_fwd_k_mps,coefficients,train_rmse_nm,train_run_balanced_rmse_nm,launch_opposing_nm,launch_left_command,launch_right_command,launch_gate_pass,score
41,yaw_static_yield_patch,0.01,0.03,0.1,0.130140166277;0.290333192317;0.136550995211;0.0465918908823,0.017070811826394913,0.016821669008496354,0.008068384909213761,0.5946625749990081,-0.5946625749990081,False,0.019914307677728876
42,yaw_static_yield_patch,0.04,0.08,0.2,0.118635028892;0.449846325186;0.137949226023;0.113661934858,0.016869132189583122,0.016587744721953245,0.007258986666060133,0.5891703803918031,-0.5891703803918031,False,0.02000707107436792
43,yaw_static_yield_patch,0.02,0.08,0.2,0.125748338313;0.333817888832;0.130108070846;0.0731018926028,0.016959408913387944,0.016697657212762916,0.007627278162796626,0.5855605863299711,-0.5855605863299711,False,0.020330422315504117
44,yaw_static_yield_patch,0.04,0.05,0.2,0.117268095979;0.468614647658;0.133000876721;0.115358486652,0.01689578302768084,0.016606382857684586,0.007087793130418409,0.5841086093788913,-0.5841086093788913,False,0.02034022389360005
45,yaw_static_yield_patch,0.08,0.08,0.2,0.112350943245;0.614732649827;0.145643515239;0.161983320466,0.016768044166742577,0.016488090630156913,0.006744282960313862,0.5813139423850783,-0.5813139423850783,False,0.020362421218161415
46,yaw_static_yield_patch,0.005,0.05,0.1,0.135013420974;0.22505054064;0.130417233645;0.0255821735679,0.017068630202070403,0.016852727820386663,0.00821257392137498,0.586731647725271,-0.586731647725271,False,0.020392640511612145
47,yaw_static_yield_patch,0.02,0.05,0.2,0.124830551781;0.350691382891;0.124273340359;0.0745269103795,0.016985219370699526,0.016715338726913498,0.007503422765741133,0.5818573149839624,-0.5818573149839624,False,0.020581081280698806
48,yaw_static_yield_patch,0.04,0.02,0.1,0.112617414662;0.495979294861;0.158925570175;0.120427903203,0.016954313034648824,0.016647633212840192,0.0067444221752977745,0.5803593610277474,-0.5803593610277474,False,0.020629896354910006
49,yaw_static_yield_patch,0.02,0.02,0.1,0.121533460592;0.377882428884;0.146665213626;0.0788323424143,0.017039825281291228,0.016752441370750114,0.007281422347224783,0.5805287640167563,-0.5805287640167563,False,0.02072096564589836
50,yaw_static_yield_patch,0.08,0.05,0.2,0.11052609523;0.636812116502;0.140884174499;0.163914405783,0.016795900457831674,0.016508509425128465,0.006521533930866292,0.5743699582346132,-0.5743699582346132,False,0.020809979377524147
51,yaw_static_yield_patch,0.16,0.08,0.2,0.108275433502;0.856510962296;0.152672419638;0.219342094458,0.016689136974786082,0.01642668780970126,0.006270878444924558,0.5669904360605661,-0.5669904360605661,False,0.021133713982607306
52,yaw_static_yield_patch,0.003,0.08,0.1,0.135745623667;0.182748816118;0.1320780078;0.0159035986968,0.017054735382120524,0.01685657998100683,0.007971527559250787,0.572468541069173,-0.572468541069173,False,0.02123510991512117
53,yaw_static_yield_patch,0.01,0.08,0.2,0.131658214148;0.256050205362;0.121046832947;0.0431722873552,0.017020580841841233,0.016784299008142677,0.007688284170846374,0.5702432611174746,-0.5702432611174746,False,0.02132363002601416
54,yaw_static_yield_patch,0.08,0.02,0.1,0.104785245801;0.665466581576;0.168622457572;0.169624564271,0.01685830887085664,0.016554824367456054,0.0060674581506209935,0.5669074495291192,-0.5669074495291192,False,0.021327085554227892
55,yaw_static_yield_patch,0.003,0.03,0.05,0.136575489296;0.222571501127;0.118382666546;0.0185887153125,0.01711586900020847,0.016897055406256013,0.0079912787156771,0.571029878630529,-0.571029878630529,False,0.021388634593315133
56,yaw_static_yield_patch,0.04,0.03,0.2,0.115347493997;0.484198822106;0.127830490501;0.117644351782,0.016930731374315857,0.016626673978788073,0.006654154898440889,0.5654441152123333,-0.5654441152123333,False,0.02149808555839407
57,yaw_static_yield_patch,0.005,0.02,0.05,0.134611574654;0.257915955861;0.12673321796;0.028747475769,0.01712901915346961,0.016890120553381637,0.007832093762773093,0.5688001128155261,-0.5688001128155261,False,0.021534530467545287
58,yaw_static_yield_patch,0.01,0.05,0.2,0.131172116476;0.271964326951;0.113469929994;0.0443351688395,0.01704557347007198,0.016801416080034996,0.007597126800806934,0.5669989327963217,-0.5669989327963217,False,0.021545849914297924
59,yaw_static_yield_patch,0.02,0.03,0.2,0.123465939128;0.365429188814;0.118260749883;0.0764493257533,0.01701836628832569,0.01673426913273418,0.00713761795939338,0.5662747509487892,-0.5662747509487892,False,0.021552021601308462
60,yaw_static_yield_patch,0.001,0.08,0.05,0.133924528908;0.154164743984;0.132076801845;0.0070571131815,0.017072789240224186,0.016890649395233062,0.007758086173187525,0.56707725841097,-0.56707725841097,False,0.021581751144850943
61,yaw_static_yield_patch,0.01,0.02,0.1,0.129432157726;0.299457160853;0.129957525416;0.0477791571208,0.017095042611796587,0.016834311739430955,0.0074880262535081,0.5665627702541316,-0.5665627702541316,False,0.021626423157463333
62,yaw_static_yield_patch,0.16,0.05,0.2,0.106034979033;0.884477595802;0.147701838931;0.221506037636,0.016718574807367617,0.016449377150709234,0.006002438821422395,0.5581234823442284,-0.5581234823442284,False,0.021698572439320298
63,yaw_static_yield_patch,0.005,0.03,0.1,0.134742123883;0.239259291943;0.116179535102;0.0267703032467,0.017100233613474323,0.016870498447486223,0.007762032523732866,0.564892764246388,-0.564892764246388,False,0.021737242525813973
64,yaw_static_yield_patch,0.003,0.05,0.1,0.135828292363;0.197726042433;0.11616134751;0.0166701626345,0.017080473529072875,0.016873814706978348,0.007731234274912535,0.560232439947171,-0.560232439947171,False,0.021997599338289365
65,yaw_static_yield_patch,0.04,0.08,0.4,0.118605181938;0.445592442552;0.116850449896;0.112911426795,0.016880316126395227,0.016591113987485452,0.006644547748956969,0.5541526993730178,-0.5541526993730178,False,0.022119821262136977
66,yaw_static_yield_patch,0.08,0.03,0.2,0.108102166768;0.654048855982;0.135797608399;0.166523153935,0.016832739279670484,0.01653089266651373,0.006020859855500429,0.5519398855900228,-0.5519398855900228,False,0.022195980044246173
67,yaw_static_yield_patch,0.02,0.08,0.4,0.125584086342;0.330127314758;0.110069051107;0.0725212946657,0.016970101726042967,0.016701119357039263,0.007030072152545232,0.5538584495551533,-0.5538584495551533,False,0.02224376265628966
68,yaw_static_yield_patch,0.04,0.05,0.4,0.117380491273;0.46541073515;0.113157442898;0.114699404549,0.016903530345585272,0.016606903299227344,0.00654272598976593,0.5522344746286445,-0.5522344746286445,False,0.0222604973627507
69,yaw_static_yield_patch,0.02,0.05,0.4,0.124787204593;0.347689812114;0.105513524665;0.0739934074696,0.016992766790800095,0.01671631386056418,0.006975062126121585,0.5532933487062325,-0.5532933487062325,False,0.02230261294751077
70,yaw_static_yield_patch,0.01,0.03,0.2,0.130395987949;0.286407421563;0.105663934543;0.0458930872466,0.01707650433867087,0.016819231194275128,0.007292502546498152,0.5534978778813738,-0.5534978778813738,False,0.022389516344929708
71,yaw_static_yield_patch,0.16,0.02,0.1,0.0994919851953;0.916465705369;0.1762022993;0.227899841389,0.0167852776213098,0.016501146847259077,0.005459322376301121,0.5463532583299451,-0.5463532583299451,False,0.022479254148601954
72,yaw_static_yield_patch,0.08,0.08,0.4,0.112424598315;0.609376722109;0.123564842538;0.16104750658,0.016779529871717692,0.01649125987339476,0.006111727463273242,0.5429018971299427,-0.5429018971299427,False,0.02267910502493034
73,yaw_static_yield_patch,0.005,0.08,0.2,0.134788714891;0.205277083444;0.109510271714;0.0241132658069,0.017054872769939826,0.016837590710813914,0.007390499423183868,0.546070359005749,-0.546070359005749,False,0.022816289836216974
74,yaw_static_yield_patch,0.02,0.02,0.2,0.12229236508;0.374475394087;0.115572470102;0.0779639552727,0.017041940375443106,0.016747135925192044,0.0066660135861175635,0.5438912218831641,-0.5438912218831641,False,0.022920537451232067
75,yaw_static_yield_patch,0.08,0.05,0.4,0.110754289191;0.633149431688;0.120100369654;0.163139911283,0.016803683198423566,0.01650850255218712,0.005960155434919214,0.5391820261308844,-0.5391820261308844,False,0.022929037013398566
76,yaw_static_yield_patch,0.02,0.03,0.4,0.123541113853;0.362769770262;0.10115451192;0.0759434881852,0.017022230067766722,0.01673316588318464,0.00671266881909559,0.5427161539516736,-0.5427161539516736,False,0.022969235713144
77,yaw_static_yield_patch,0.01,0.08,0.4,0.13132305709;0.252700059338;0.102186797849;0.0427573722888,0.017030844281727926,0.01678800568025601,0.007111325761543849,0.5414679079964079,-0.5414679079964079,False,0.02306097065398185
78,yaw_static_yield_patch,0.01,0.05,0.4,0.130939767288;0.26913582814;0.0960260655534;0.0439477552657,0.017052938334468696,0.01680294533626646,0.007091545549295232,0.5415184141195841,-0.5415184141195841,False,0.023082275287733618
79,yaw_static_yield_patch,0.005,0.05,0.2,0.134729655912;0.220998925222;0.0991949382948;0.0250794022672,0.01707879923931699,0.01685397817518657,0.00730739831022614,0.5420516466119415,-0.5420516466119415,False,0.023083797168878484
80,yaw_static_yield_patch,0.04,0.03,0.4,0.115597227325;0.481593075134;0.109603019877;0.117041329127,0.01693453737935979,0.016624864513245827,0.006215630583537579,0.5388803507025449,-0.5388803507025449,False,0.023095446014193964
